idx,lng,lat,hdong_code,hdong_name,b_code
73873,126.968738441942,37.5468274199033,1117055500,청파동,1117011000
73874,126.967633186566,37.5484405406772,1117055500,청파동,1117010900
73875,126.988428758503,37.545572836038,1117052000,용산2가동,1117010200
73894,126.979617212429,37.5485276410505,1117051000,후암동,1117010100
73917,126.967783775326,37.4721948771607,1162062500,인헌동,1162010100
73918,126.970598883892,37.4733635006378,1162062500,인헌동,1162010100
73919,126.93303847012,37.4658360091357,1162074500,삼성동,1162010200
73936,126.923830736204,37.4770761223334,1162076500,미성동,1162010200
73938,126.935905996253,37.4851929999725,1162060500,은천동,1162010100
73939,127.134247282064,37.552198443865,1174057000,암사1동,1174010700
73940,127.138616443205,37.5432531513139,1174060000,천호1동,1174010900
73959,126.92881734887,37.6233415235615,1138053000,불광2동,1138010300
73960,126.92914634781,37.624487686923,1138053000,불광2동,1138010300
73961,126.929652689944,37.6225751943668,1138053000,불광2동,1138010300
73962,126.931539003768,37.61942365866,1138052000,불광1동,1138010300
73978,127.141083964026,37.5390849100681,1174068500,길동,1174010500
74002,127.124274997668,37.5479040323634,1174061000,천호2동,1174010900
74003,127.005780917601,37.5850288733919,1111064000,이화동,1111016800
74004,126.994761046141,37.5900383281966,1111065000,혜화동,1111017300
74005,126.966514155703,37.5974085823636,1111055000,부암동,1111018400
74006,126.853925211814,37.4856682573453,1153076000,개봉3동,1153010700
74016,127.004539694216,37.53071356841,1117068500,한남동,1117013100
74019,127.005598964797,37.5425315864135,1117068500,한남동,1117013100
74020,,,,,
74044,127.098491590765,37.6069239948509,1126068000,신내1동,1126010600
74045,127.099481251716,37.603576078234,1126068000,신내1동,1126010600
74046,127.099147094735,37.6039418910312,1126068000,신내1동,1126010600
74062,127.0984882943,37.6073442190548,1126068000,신내1동,1126010600
74063,126.958330189911,37.4888371626065,1162054500,청림동,1162010100
74064,126.946559965444,37.5007770723165,1159054000,상도2동,1159010200
74065,126.947245167211,37.4982268122244,1159056000,상도4동,1159010200
74070,126.972428997704,37.4740990759877,1162063000,남현동,1162010300
74071,126.968513443336,37.4688223208706,1162062500,인헌동,1162010100
74072,126.964270659539,37.4749020332443,1162062500,인헌동,1162010100
74076,127.014281886454,37.6062833509953,1129063000,정릉2동,1129013300
74077,127.012759755011,37.6106491800313,1129063000,정릉2동,1129013300
74078,127.013981975898,37.6091819606709,1129063000,정릉2동,1129013300
74079,127.012076752068,37.6067541842336,1129063000,정릉2동,1129013300
74081,126.939898450656,37.475250932115,1162066500,서림동,1162010200
74082,126.952977552405,37.5342684744979,1117057000,원효로2동,1117011800
74083,127.046828158486,37.5610000136795,1120055000,사근동,1120010600
74090,126.977877502536,37.473990298462,1162063000,남현동,1162010300
74091,126.941219524054,37.4744560950959,1162066500,서림동,1162010200
74092,126.977856450225,37.4717756113142,1162063000,남현동,1162010300
74093,126.981299791931,37.4734276681995,1162063000,남현동,1162010300
74094,126.928874722622,37.4763227786481,1162065500,신원동,1162010200
74095,126.923569705267,37.4745098783859,1162077500,난곡동,1162010200
74096,126.888966553943,37.4874986695239,1153054000,구로3동,1153010200
74097,126.837892099759,37.5192363554279,1147061100,신월7동,1147010300
74098,126.875011855921,37.5170565329965,1147063000,신정2동,1147010100
74099,126.833995058288,37.5237273021105,1147061100,신월7동,1147010300
74101,127.043232271354,37.6156338792673,1129076000,장위1동,1129013800
74102,127.047683662042,37.6141872493359,1129076000,장위1동,1129013800
74119,126.940066966895,37.4866313909573,1162060500,은천동,1162010100
74120,126.958554376129,37.4870623459892,1162054500,청림동,1162010100
74121,126.941589171881,37.4759463684016,1162066500,서림동,1162010200
74127,126.923748187247,37.4680807445669,1162077500,난곡동,1162010200
74128,126.940439317935,37.4760740981637,1162066500,서림동,1162010200
74129,126.952035730845,37.4841191687209,1162061500,중앙동,1162010100
74130,126.959366113447,37.4807862025751,1162057500,행운동,1162010100
74132,126.953840701976,37.4879934119521,1162056500,성현동,1162010100
74133,126.951801084549,37.4854057131862,1162061500,중앙동,1162010100
74135,126.848900386742,37.4941878954358,1153075000,개봉2동,1153010700
74137,126.916680584669,37.6020358282508,1138062500,역촌동,1138010800
74138,126.918495482976,37.6022994639131,1138062500,역촌동,1138010800
74162,127.100399414575,37.5002028286207,1171060000,석촌동,1171010500
74164,127.140764483752,37.4809304460559,1171064700,위례동,1171010900
74183,127.00946792535,37.5550942341651,1114062500,다산동,1114016200
74199,126.966774631468,37.5802732202785,1111051500,청운효자동,1111010900
74201,126.925215071534,37.6048879526383,1138051000,녹번동,1138010200
74202,126.907191853349,37.6133608515058,1138056000,구산동,1138010500
74203,126.91501386433,37.6188540317066,1138055200,갈현2동,1138010400
74219,127.019384805472,37.6009392102971,1129062000,정릉1동,1129013300
74220,127.014068210483,37.6094353987398,1129063000,정릉2동,1129013300
74221,127.003114491155,37.608848210461,1129064000,정릉3동,1129013300
74222,126.936442956695,37.4954644146799,1159055000,상도3동,1159010200
74240,126.92688054214,37.4959521842884,1159068000,신대방2동,1159010900
74242,126.968405155086,37.4835768668813,1159065100,사당5동,1159010700
74243,126.885959412854,37.4911599315018,1153053000,구로2동,1153010200
74244,126.882100527265,37.4930597007058,1153053000,구로2동,1153010200
74262,126.854554782275,37.5056061351526,1153073000,고척2동,1153010600
74264,126.914402519164,37.6009939145901,1138062500,역촌동,1138010800
74265,126.911227710183,37.6016175774247,1138063100,신사1동,1138010900
74283,126.913484757266,37.6014251801938,1138062500,역촌동,1138010800
74284,126.960587793996,37.4755049893353,1162058500,낙성대동,1162010100
74285,126.919884673745,37.473782935302,1162077500,난곡동,1162010200
74286,126.922827189761,37.4759347030128,1162077500,난곡동,1162010200
74287,126.968766112348,37.4709508454902,1162062500,인헌동,1162010100
74290,126.963571161178,37.47988980844,1162057500,행운동,1162010100
74291,126.940321550218,37.4805806170138,1162059500,청룡동,1162010100
74292,126.966703092142,37.5433740544228,1117055500,청파동,1117011100
74293,126.980857495394,37.5515561044538,1117051000,후암동,1117010100
74294,126.975740044611,37.4803278507557,1159062000,사당1동,1159010700
74295,126.952570751131,37.4955749755014,1159053000,상도1동,1159010200
74296,126.913268255561,37.4833144546085,1162072500,조원동,1162010200
74297,126.859620861063,37.5510816444285,1150053000,등촌2동,1150010200
74298,126.849185585818,37.5340365659091,1150059300,화곡8동,1150010300
74299,126.850089613874,37.5369595694995,1150059300,화곡8동,1150010300
74300,127.048496024686,37.4801075704807,1168069000,개포4동,1168010300
74301,127.054173895409,37.4845150908032,1168066000,개포1동,1168010300
74302,127.006081070302,37.5837777391342,1111064000,이화동,1111016800
74324,126.918202394751,37.48455235504,1162068500,신사동,1162010200
74325,126.930146608767,37.4931713110834,1162052500,보라매동,1162010100
74327,127.013318560306,37.6334817619049,1130561500,수유1동,1130510300
74328,127.003769240912,37.5981625366132,1129063000,정릉2동,1129013300
74329,127.000150510067,37.6064676565929,1129064000,정릉3동,1129013300
74331,126.913269460037,37.6222175000167,1138055100,갈현1동,1138010400
74332,126.920903248277,37.6134544499204,1138057000,대조동,1138010600
74340,126.942297597207,37.4829609825932,1162060500,은천동,1162010100
74341,126.953707163755,37.4769991611401,1162058500,낙성대동,1162010100
74342,126.930441696955,37.4765158968323,1162064500,서원동,1162010200
74343,126.925964681663,37.4611115699129,1162074500,삼성동,1162010200
74344,126.930198230012,37.6063301561048,1138051000,녹번동,1138010200
74353,126.922476192709,37.4707579005819,1162077500,난곡동,1162010200
74363,127.126119456952,37.4948986351837,1171063200,가락2동,1171010700
74370,126.91923634002,37.4709382753072,1162077500,난곡동,1162010200
74382,127.013060681835,37.6126097893653,1129065000,정릉4동,1129013300
74383,127.026628622612,37.6061665150067,1129068500,길음2동,1129013400
74384,127.023055129441,37.6102097370409,1129068500,길음2동,1129013400
74386,126.930034629188,37.4674976253117,1162074500,삼성동,1162010200
74387,126.95178051829,37.4850351200798,1162061500,중앙동,1162010100
74388,126.934065198146,37.469565420114,1162073500,대학동,1162010200
74389,126.943278924976,37.4872372827093,1162060500,은천동,1162010100
74390,126.924053719771,37.4825114225045,1162065500,신원동,1162010200
74391,126.928325885818,37.4767544810712,1162065500,신원동,1162010200
74392,127.03574110661,37.5534299267708,1120058000,응봉동,1120010800
74393,127.033333843766,37.5503418290482,1120058000,응봉동,1120010800
74394,127.032215380694,37.5494435737348,1120058000,응봉동,1120010800
74395,127.027222938391,37.5516933617965,1120059000,금호1가동,1120010900
74397,126.923193180395,37.476340395787,1162077500,난곡동,1162010200
74398,126.952815483096,37.48817239762,1162056500,성현동,1162010100
74399,126.947970975678,37.4846722896526,1162061500,중앙동,1162010100
74400,126.910213148001,37.6110527836482,1138056000,구산동,1138010500
74401,126.907943724301,37.6064333754946,1138056000,구산동,1138010500
74402,126.910342792604,37.6096669809986,1138056000,구산동,1138010500
74403,126.908901406134,37.605754321968,1138056000,구산동,1138010500
74404,126.911877485128,37.6119976437403,1138056000,구산동,1138010500
74405,126.913811176008,37.6117835553317,1138056000,구산동,1138010500
74406,126.894460446767,37.4597520638139,1154561000,독산1동,1154510200
74408,126.922606227427,37.6419845917913,1138069000,진관동,1138011400
74409,126.91138781748,37.6165251941172,1138055200,갈현2동,1138010400
74410,126.913892987242,37.6187241075959,1138055200,갈현2동,1138010400
74422,126.909992168457,37.4767540111071,1154563000,독산3동,1154510200
74425,126.954713193958,37.4879400495405,1162056500,성현동,1162010100
74426,126.920228881988,37.4732786026109,1162077500,난곡동,1162010200
74427,126.924886503522,37.4745317163272,1162077500,난곡동,1162010200
74429,127.080395767339,37.624205689224,1135060000,공릉2동,1135010300
74430,126.869425798934,37.5514341921264,1150051000,염창동,1150010100
74432,126.846790417096,37.533361156558,1150059300,화곡8동,1150010300
74433,126.922930423207,37.6129899801299,1138057000,대조동,1138010600
74434,126.918280268181,37.6138359432141,1138057000,대조동,1138010600
74436,126.923430366531,37.5983949023263,1138058000,응암1동,1138010700
74446,126.950886024634,37.4845478467093,1162061500,중앙동,1162010100
74447,126.919659801002,37.5911909519042,1138059000,응암2동,1138010700
74448,127.05147767908,37.6732336267601,1135063000,상계1동,1135010500
74460,126.954601999061,37.4874549942955,1162056500,성현동,1162010100
74474,126.965330124366,37.5808671003499,1111051500,청운효자동,1111010900
74475,126.966418632784,37.5864637546349,1111051500,청운효자동,1111010100
74477,127.005496576898,37.5828091999106,1111064000,이화동,1111016800
74490,126.921240038107,37.4738840387887,1162077500,난곡동,1162010200
74491,126.916368913724,37.4850576182627,1162068500,신사동,1162010200
74492,126.974826099209,37.4758529763199,1162063000,남현동,1162010300
74494,127.008538864812,37.6133582942118,1129065000,정릉4동,1129013300
74495,127.009612815145,37.6143075834183,1129065000,정릉4동,1129013300
74496,126.937573603032,37.4891606704399,1162052500,보라매동,1162010100
74510,126.935212418928,37.4767075506855,1162066500,서림동,1162010200
74511,126.938806407451,37.4774178403213,1162066500,서림동,1162010200
74512,126.924196369524,37.4743765722137,1162077500,난곡동,1162010200
74513,127.005508598296,37.5830892281102,1111064000,이화동,1111016800
74515,126.993428679906,37.5891968247234,1111065000,혜화동,1111017300
74516,127.004414490899,37.5831603624775,1111064000,이화동,1111016800
74529,126.914523839807,37.4740801162527,1162076500,미성동,1162010200
74530,126.933789057951,37.4788915291684,1162064500,서원동,1162010200
74531,126.925697559626,37.4820410599864,1162065500,신원동,1162010200
74532,126.967966630052,37.4731218862379,1162062500,인헌동,1162010100
74534,127.031506133012,37.5659973373081,1120053500,왕십리도선동,1120010300
74536,127.028218054381,37.6435343110433,1130563500,수유3동,1130510300
74537,127.047578837862,37.6114318877358,1129077000,장위2동,1129013800
74546,126.900842379394,37.4802210679643,1162072500,조원동,1162010200
74547,126.945555946464,37.4839508452436,1162060500,은천동,1162010100
74548,126.951539139819,37.4837792858782,1162061500,중앙동,1162010100
74567,126.939511531981,37.480367116481,1162059500,청룡동,1162010100
74570,126.907792618906,37.4615362293656,1154570000,시흥4동,1154510300
74571,127.134721584099,37.4958377180379,1171063200,가락2동,1171010700
74573,127.112324677339,37.5147279976873,1171056200,방이2동,1171011100
74585,126.955023807056,37.4760468519523,1162058500,낙성대동,1162010100
74586,126.944304921771,37.4777983533139,1162059500,청룡동,1162010100
74587,126.954751135254,37.4883990374822,1162056500,성현동,1162010100
74588,126.925448248629,37.4757900618634,1162077500,난곡동,1162010200
74602,126.943124563182,37.4899491517388,1162060500,은천동,1162010100
74603,126.940332979519,37.473315602807,1162066500,서림동,1162010200
74604,126.916642800198,37.4767794331219,1162076500,미성동,1162010200
74605,126.970570237013,37.4726142134038,1162062500,인헌동,1162010100
74606,126.908339724676,37.482709400879,1162072500,조원동,1162010200
74625,126.961492006679,37.4750307255864,1162058500,낙성대동,1162010100
74626,126.950040456847,37.4793706560576,1162059500,청룡동,1162010100
74628,126.916323625954,37.5914307305024,1138060000,응암3동,1138010700
74629,126.915602821471,37.5865140431246,1138060000,응암3동,1138010700
74630,126.915741786093,37.5889867359846,1138060000,응암3동,1138010700
74631,126.921878063256,37.5869435415128,1138060000,응암3동,1138010700
74632,126.919519344969,37.5840904047051,1138060000,응암3동,1138010700
74646,127.063395344318,37.6169124622705,1135056000,월계1동,1135010200
74650,126.915186254443,37.4603261218773,1162071500,난향동,1162010200
74651,126.962766653145,37.4755159675182,1162062500,인헌동,1162010100
74652,126.96760544347,37.4746811659118,1162062500,인헌동,1162010100
74653,126.956203476583,37.4778655324269,1162058500,낙성대동,1162010100
74654,126.826165672266,37.5363952767187,1147058000,신월3동,1147010300
74655,126.849249034835,37.5178569152645,1147064000,신정3동,1147010100
74656,126.876259957204,37.544663071863,1147052000,목2동,1147010200
74657,126.831210933601,37.5360269689208,1147056000,신월1동,1147010300
74671,126.937654410678,37.4734236024989,1162066500,서림동,1162010200
74672,126.926674334689,37.4780785822097,1162065500,신원동,1162010200
74673,126.939093136183,37.4768362066425,1162066500,서림동,1162010200
74674,127.018256129249,37.5532163338278,1120061500,금호2.3가동,1120011000
74675,127.016904298964,37.5967199805061,1129057500,동선동,1129012000
74676,127.023795366862,37.5835227687646,1129060000,안암동,1129012300
74681,127.087291125407,37.5027911091258,1171061000,삼전동,1171010600
74683,127.120875426892,37.5109105638234,1171056100,방이1동,1171011100
74684,127.093026245246,37.5004375401593,1171061000,삼전동,1171010600
74685,127.021017390375,37.5803034153131,1129061000,보문동,1129012900
74686,126.84556840346,37.5307772978235,1150054000,화곡1동,1150010300
74687,126.839709600638,37.5433845659929,1150061500,우장산동,1150010300
74689,126.835088906068,37.5454952792471,1150056000,화곡3동,1150010300
74690,126.919482981721,37.5875783932015,1138060000,응암3동,1138010700
74691,126.917180135957,37.6091566115857,1138062500,역촌동,1138010800
74692,126.916223925651,37.6053206046821,1138062500,역촌동,1138010800
74693,126.919714433299,37.6050494002128,1138062500,역촌동,1138010800
74694,126.917939274786,37.6030808676691,1138062500,역촌동,1138010800
74695,126.911031143365,37.6079687769082,1138056000,구산동,1138010500
74714,126.910533774522,37.6168243084238,1138055200,갈현2동,1138010400
74716,126.978647368094,37.5498521177763,1117051000,후암동,1117010100
74717,126.840024734216,37.5380371138563,1150054000,화곡1동,1150010300
74718,126.845697763562,37.5041112135884,1153074000,개봉1동,1153010700
74719,126.89216815932,37.4805700892125,1153059500,가리봉동,1153010300
74720,126.81833040901,37.4963183372093,1153079000,수궁동,1153011000
74732,126.939990487134,37.4803259142949,1162059500,청룡동,1162010100
74733,126.941411466818,37.4882354089369,1162060500,은천동,1162010100
74734,126.93282408257,37.4833421484092,1162064500,서원동,1162010200
74735,126.978173947616,37.4719539803459,1162063000,남현동,1162010300
74738,127.02711847087,37.5579017106154,1120057000,행당2동,1120010700
74757,127.041589643716,37.5565009541884,1120055000,사근동,1120010700
74759,126.845029855461,37.5400276984655,1150059000,화곡본동,1150010300
74760,126.811006980742,37.5784500382853,1150064100,방화3동,1150010900
74762,126.890041659421,37.4804582062922,1153059500,가리봉동,1153010300
74764,126.887400362367,37.4888873516762,1153055000,구로4동,1153010200
74773,126.968611473585,37.4717428828192,1162062500,인헌동,1162010100
74774,126.953952202041,37.4870535239612,1162056500,성현동,1162010100
74775,126.930991401869,37.4738953620108,1162074500,삼성동,1162010200
74776,126.934003162184,37.4767369751657,1162064500,서원동,1162010200
74777,126.950234769307,37.4784007114842,1162059500,청룡동,1162010100
74778,126.938592457746,37.4777535355331,1162064500,서원동,1162010200
74779,126.815007497084,37.5718718253448,1150063000,방화1동,1150010900
74781,126.84986036052,37.5406380587535,1150059000,화곡본동,1150010300
74782,126.848214638989,37.5387116908173,1150059300,화곡8동,1150010300
74796,126.929653460331,37.4755752266504,1162065500,신원동,1162010200
74798,126.904045361449,37.5335928361792,1156056000,당산2동,1156011600
74800,126.901071082208,37.48940919963,1156071000,대림2동,1156013300
74816,126.952282756008,37.4830891456689,1162061500,중앙동,1162010100
74818,126.966974986098,37.5500834193848,1117055500,청파동,1117010900
74819,126.994413129786,37.5245037283012,1117069000,서빙고동,1117013200
74820,127.057642375441,37.6735889144088,1135063000,상계1동,1135010500
74821,127.058787429503,37.6220791291932,1135056000,월계1동,1135010200
74822,126.917299351399,37.6210576691011,1138055100,갈현1동,1138010400
74835,126.92193984055,37.4708196270971,1162077500,난곡동,1162010200
74836,126.93371746952,37.4668836371562,1162073500,대학동,1162010200
74837,126.941421928924,37.487869604946,1162060500,은천동,1162010100
74882,126.932214368882,37.48004041398,1162064500,서원동,1162010200
74883,126.923844527298,37.4677181498375,1162077500,난곡동,1162010200
74884,126.951186356458,37.4838101353462,1162061500,중앙동,1162010100
74885,126.911584215659,37.6002645574451,1138063100,신사1동,1138010900
74886,126.92301281052,37.6255771920095,1138053000,불광2동,1138010300
74887,126.912274020206,37.6046560478219,1138062500,역촌동,1138010800
74893,126.920927843892,37.4765187430284,1162076500,미성동,1162010200
74894,126.940914348692,37.487729966275,1162060500,은천동,1162010100
74895,126.922560410101,37.4836878910902,1162068500,신사동,1162010200
74896,126.918690583442,37.4844771875235,1162068500,신사동,1162010200
74897,126.922099515661,37.4743615130652,1162077500,난곡동,1162010200
74899,126.958815004177,37.4913847513284,1162054500,청림동,1162010100
74900,126.974345261752,37.4755868948015,1162063000,남현동,1162010300
74903,127.114089573911,37.503218228888,1171059000,송파2동,1171010400
74946,126.920575735808,37.4773206755648,1162076500,미성동,1162010200
74947,126.925154662067,37.4696555292358,1162077500,난곡동,1162010200
74948,126.970347767135,37.4700151930565,1162062500,인헌동,1162010100
74949,126.880726434458,37.5070381442343,1153051000,신도림동,1153010100
74950,126.892127870292,37.5035567212154,1153056000,구로5동,1153010200
74957,126.935616050601,37.4733812431599,1162066500,서림동,1162010200
74958,126.977351950957,37.4720513149793,1162063000,남현동,1162010300
74959,126.926157086253,37.4823445374867,1162065500,신원동,1162010200
74960,126.940047795536,37.4760966056026,1162066500,서림동,1162010200
74961,126.831834417273,37.4897717988073,1153078000,오류2동,1153010800
74962,126.931791024691,37.6060369142758,1138051000,녹번동,1138010200
74965,126.961277055019,37.4733549569082,1162058500,낙성대동,1162010100
74966,126.941593583194,37.4746360320581,1162066500,서림동,1162010200
74967,126.97781237447,37.4724978529573,1162063000,남현동,1162010300
74984,126.933721010695,37.4902674419352,1162052500,보라매동,1162010100
75004,126.914567887324,37.4735212516863,1162076500,미성동,1162010200
75005,126.931992513881,37.4772066124715,1162064500,서원동,1162010200
75006,126.944732923932,37.4841306648168,1162060500,은천동,1162010100
75008,127.036654767049,37.5860731608391,1123054500,제기동,1123010300
75015,126.935459019409,37.4895556171343,1162052500,보라매동,1162010100
75016,127.033919931818,37.5800551624357,1123054500,제기동,1123010300
75017,127.0375785372,37.589922811809,1123054500,제기동,1123010300
75018,126.963907787495,37.4884849922006,1159065100,사당5동,1159010700
75019,126.933171488189,37.4954466615441,1159055000,상도3동,1159010200
75020,126.970962611149,37.4799623150536,1159065000,사당4동,1159010700
75021,126.941648292979,37.498776947598,1159056000,상도4동,1159010200
75022,126.897848215066,37.5379064930896,1156062000,양평2동,1156012800
75023,127.067053319328,37.5674807654517,1123065000,장안1동,1123010600
75042,127.067662090917,37.5797728690305,1123057000,전농2동,1123010400
75043,127.034203415245,37.5805590965695,1123054500,제기동,1123010300
75179,127.059122332572,37.6072822987309,1129081000,석관동,1129013900
75196,127.033409420779,37.5976872805882,1129070500,종암동,1129013500
75197,127.014675890916,37.599975559376,1129059000,돈암2동,1129010300
75198,127.006529136324,37.6078995091538,1129064000,정릉3동,1129013300
75258,127.02141636101,37.587470114433,1129060000,안암동,1129012100
75259,127.037453641024,37.5953285326494,1129070500,종암동,1129013500
75260,127.006856344865,37.6081309548258,1129064000,정릉3동,1129013300
75300,126.95690103999,37.4766733028107,1162058500,낙성대동,1162010100
75301,126.923170149396,37.4731063864181,1162077500,난곡동,1162010200
75302,126.831923381025,37.5407741787825,1147060000,신월5동,1147010300
75303,126.839994781564,37.512120849929,1147064000,신정3동,1147010100
75305,126.853219063416,37.5236995087056,1147065000,신정4동,1147010100
75318,126.942293581942,37.4893574174945,1162060500,은천동,1162010100
75320,126.934374190356,37.4824445338078,1162064500,서원동,1162010200
75359,127.123401836241,37.5106803578849,1171056100,방이1동,1171011100
75360,127.12346330278,37.5017143064643,1171062000,가락본동,1171010700
75361,127.138078559328,37.4823765801624,1171064700,위례동,1171011300
75397,127.050156606419,37.6085849557961,1129072500,월곡2동,1129013700
75399,127.043936452254,37.6141201387353,1129076000,장위1동,1129013800
75439,126.936483361856,37.4867435863559,1162052500,보라매동,1162010100
75440,126.93538550551,37.4767073751613,1162066500,서림동,1162010200
75461,126.934013907783,37.4665716027296,1162073500,대학동,1162010200
75505,126.929646157742,37.4937336028582,1162052500,보라매동,1162010100
75506,126.934673950302,37.4725397232401,1162066500,서림동,1162010200
75507,126.931880364823,37.4886621510074,1162052500,보라매동,1162010100
75508,126.831540205468,37.5372237862364,1147060000,신월5동,1147010300
75509,126.836867792978,37.5167507012496,1147061100,신월7동,1147010300
75510,126.864230283602,37.5350283512083,1147054000,목4동,1147010200
75511,126.837339248088,37.528269667557,1147056000,신월1동,1147010300
75526,126.930540503529,37.4773739862822,1162064500,서원동,1162010200
75546,127.095976678689,37.5543183197838,1121586000,구의2동,1121510300
75547,127.09321834165,37.553496297113,1121586000,구의2동,1121510300
75548,127.093610456989,37.5530279186037,1121586000,구의2동,1121510300
75589,127.066264955847,37.5975153734218,1123074000,이문1동,1123011000
75608,127.043567177471,37.6177400863286,1129076000,장위1동,1129013800
75609,127.060340072278,37.6065104352669,1129081000,석관동,1129013900
75676,126.843263685235,37.5572738893439,1150061500,우장산동,1150010600
75677,126.850753840474,37.5367005625105,1150059300,화곡8동,1150010300
75678,126.85643657464,37.5350912138366,1150057000,화곡4동,1150010300
75740,126.942827576529,37.4894254328857,1162060500,은천동,1162010100
75741,126.871483843747,37.5434669400823,1147052000,목2동,1147010200
75742,126.835129982364,37.5228815899572,1147061100,신월7동,1147010300
75743,126.832217398119,37.5380247476569,1147060000,신월5동,1147010300
75744,126.832475189849,37.5221217336014,1147061100,신월7동,1147010300
75745,126.88140065426,37.5450359543877,1147052000,목2동,1147010200
75746,126.83014577828,37.5347382735561,1147056000,신월1동,1147010300
75757,126.931820798374,37.480300669231,1162064500,서원동,1162010200
75758,126.918862443743,37.4652355220144,1162071500,난향동,1162010200
75797,127.105382016412,37.4676629031825,1168070000,세곡동,1168011300
75816,127.043751026245,37.4958136300216,1168065000,역삼2동,1168010100
75818,127.045595962196,37.4794126055428,1168069000,개포4동,1168010300
75819,127.128873943279,37.5333367911727,1174065000,성내2동,1174010800
75820,127.125621894237,37.5273588204213,1174064000,성내1동,1174010800
75821,127.126948814633,37.5457185194011,1174061000,천호2동,1174010900
75841,127.034691191838,37.6184958950826,1130554500,송중동,1130510100
75843,126.858956613558,37.5273322200511,1147065000,신정4동,1147010100
75844,126.868875960314,37.5446923145639,1147052000,목2동,1147010200
75845,126.863977563528,37.5470272973165,1147053000,목3동,1147010200
75846,126.857565063938,37.5246167337034,1147065000,신정4동,1147010100
75856,127.058194354126,37.608599646211,1129081000,석관동,1129013900
75857,127.042198500773,37.6148225529822,1129076000,장위1동,1129013800
75859,127.035330937303,37.6450643384589,1132051200,창2동,1132010700
75860,127.101179288748,37.5977401815113,1126065500,망우본동,1126010500
75866,127.12582147245,37.4967777310392,1171063200,가락2동,1171010700
75867,127.121837321297,37.5134406752647,1171056100,방이1동,1171011100
75868,127.110904261436,37.5028304062643,1171058000,송파1동,1171010400
75869,127.128702591888,37.484357399755,1171064600,장지동,1171010800
75870,127.066781716204,37.6581029947361,1135064000,상계2동,1135010500
75871,126.869219254943,37.536932118226,1147054000,목4동,1147010200
75872,126.872364050645,37.5445448586428,1147052000,목2동,1147010200
75874,126.84016432469,37.5184347670154,1147059000,신월4동,1147010300
75875,126.829409843255,37.5243324582065,1147061100,신월7동,1147010300
75877,127.097528134611,37.4999105150051,1171060000,석촌동,1171010500
75878,127.113641345539,37.5080448030577,1171058000,송파1동,1171010400
75898,127.088802786342,37.5033101328259,1171061000,삼전동,1171010600
75900,126.933847490045,37.4759629208802,1162064500,서원동,1162010200
75901,126.929526558716,37.4936912743507,1162052500,보라매동,1162010100
75902,127.051386600724,37.5813342088408,1123056000,전농1동,1123010400
75904,127.069528973117,37.5664294932124,1123065000,장안1동,1123010600
75905,127.08210821672,37.5739496797952,1126054000,면목4동,1126010100
75916,126.933132852279,37.4898225534173,1162052500,보라매동,1162010100
75917,126.917709513672,37.4859153281962,1162068500,신사동,1162010200
75918,127.032852043843,37.6648055787319,1132070000,방학2동,1132010600
75919,127.033394157403,37.6643269155423,1132070000,방학2동,1132010600
75920,127.031059139149,37.6670004930575,1132070000,방학2동,1132010600
75921,127.030064487398,37.6673861902359,1132070000,방학2동,1132010600
75922,127.03027466371,37.6674801988388,1132070000,방학2동,1132010600
75923,127.034869601555,37.6689388785093,1132070000,방학2동,1132010600
75924,127.013003916321,37.6475918467905,1130564500,우이동,1130510300
75925,127.029719943,37.6517966817442,1132068100,쌍문4동,1132010500
75926,127.038833460806,37.6590365798997,1132067000,쌍문2동,1132010500
75927,127.012568366866,37.6464001629509,1130564500,우이동,1130510300
75932,126.854368245737,37.5254167987673,1147065000,신정4동,1147010100
75935,127.030035554068,37.6678721864577,1132070000,방학2동,1132010600
75936,127.030322763826,37.6686992129257,1132070000,방학2동,1132010600
75937,127.030351681866,37.6690144584788,1132070000,방학2동,1132010600
75938,127.031537781035,37.6688670172289,1132070000,방학2동,1132010600
75939,127.029597732417,37.6685075783833,1132070000,방학2동,1132010600
75940,127.067392636942,37.5452032326482,1121571000,화양동,1121510700
75941,127.076000581715,37.5532548238894,1121573000,군자동,1121510900
75942,127.078201087363,37.5560973857497,1121573000,군자동,1121510900
75943,126.953880015376,37.5297813941475,1117064000,이촌2동,1117012900
75945,126.888466617083,37.4807637937492,1153059500,가리봉동,1153010300
75947,126.885883123398,37.4877908114631,1153055000,구로4동,1153010200
75949,126.902001544565,37.4395409868147,1154569000,시흥3동,1154510300
75950,126.899193333361,37.4620060221313,1154562000,독산2동,1154510200
75952,126.840922380905,37.5387049758878,1150054000,화곡1동,1150010300
75953,126.849874036211,37.5363566169319,1150059300,화곡8동,1150010300
75954,126.912170431197,37.5818904362251,1141072000,북가좌2동,1141011900
75955,126.921670615913,37.5812419200479,1141070000,남가좌2동,1141012000
75956,126.926439870802,37.5771424932189,1141070000,남가좌2동,1141012000
75957,126.810633386602,37.5698696387927,1150064000,방화2동,1150010900
75979,127.034329039228,37.6691463526241,1132070000,방학2동,1132010600
75980,127.034138366796,37.6690921689561,1132070000,방학2동,1132010600
75981,127.032245420791,37.670757802938,1132070000,방학2동,1132010600
75982,127.032070405379,37.671007872588,1132070000,방학2동,1132010600
75983,127.058039800285,37.6323983179324,1135057000,월계2동,1135010200
