순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용도,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감율,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진 설계 적용 여부,내진 능력
seq,plot_lc,signgu_cd,lgldong_cd,plot_div_cd,bun,ji,mng_bldstr_regstr,regstr_div_cd,regstr_div_cd_nm,regstr_knd_cd,regstr_knd_cd_nm,rdnmsys,buld_nm,sprar_nm,blck,lot,outoflot_cnt,nadres_rd_cd,nadres_lgldong_cd,nadres_grnd_udgd_cd,nadres_bbno,nadres_buno,dong_nm,main_atach_div_cd,main_atach_div_cd_nm,plot_ar,bld_ar,bdtlrt,totflar,flart_calc_totflar,flart,strct_cd,strct_cd_nm,etc_strct,main_ppos_cd,main_ppos_cd_nm,etc_ppos,rf_cd,rf_cd_nm,etc_rf,gnr_cnt,hshld_cnt,hgt,grnd_fl_cnt,udgd_fl_cnt,rdng_elvtr_cnt,emgnc_usg_elvtr_cnt,atach_bldstr_cnt,atach_bldstr_ar,tot_dong_totflar,insdhous_mchntp_cnt,insdhous_mchntp_ar,outhous_mchntp_cnt,outhous_mchntp_ar,insdhous_indptp_cnt,insdhous_indptp_ar,outhous_indptp_cnt,outhous_indptp_ar,prmsn_dd,bgncst_dd,use_aprv_dd,prmsn_no_yr,prmsn_no_instt_cd,prmsn_no_instt_cd_nm,prmsn_no_div_cd,prmsn_no_div_cd_nm,hoadr,energy_efic_grd,energy_redcn_rt,epi,ecofrnd_bldstr_grd,ecofrnd_bldstr_cert_score,intlgnt_bldstr_grd,intlgnt_bldstr_cert_score,crt_ymd,rserthqk_dsign_aplcn_yn,rserthqk_ablty
9,서울특별시 용산구 서계동 9-3번지,11170,10800,0,9,3,11170-20518,1,일반,2,일반건축물,서울특별시 용산구 청파로89길 31-10,,,,,0,111704106392,10801,0,31,10,,0,주건축물,0E-9,26.450000000,0E-9,26.450000000,26.450000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,26.450000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19350720,,,,,,0,,0E-9,0,,0,,0,20180914,0,
10,서울특별시 용산구 서계동 9-4번지,11170,10800,0,9,4,11170-25679,1,일반,2,일반건축물,서울특별시 용산구 청파로89길 31-4,,,,,0,111704106392,10801,0,31,4,,0,주건축물,96.100000000,57.440000000,59.770000000,164.610000000,106.380000000,110.700000000,11,벽돌구조,연와조,1000,단독주택,"다가구용단독주택(3가구),근린생활시설",10,(철근)콘크리트,평스라브,0,3,7.600000000,2,1,0,0,0,0E-9,164.610000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19930419,19930515,19940107,,,,,,0,,0E-9,0,,0,,0,20120820,,
1,서울특별시 용산구 청파동2가 1번지,11170,11000,0,1,0,11170-15559,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,89.260000000,0E-9,92.570000000,89.260000000,0E-9,51,일반목구조,"목조,부럭조,철근콘크리트조",1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,1,0,0,1,3.310000000,92.570000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19430225,,,,,,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 용산구 청파동2가 1번지,11170,11000,0,1,0,11170-15557,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,89.260000000,0E-9,92.570000000,89.260000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,1,0,0,1,3.310000000,92.570000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19430225,,,,,,0,,0E-9,0,,0,,0,20230904,0,
3,서울특별시 용산구 청파동2가 1번지,11170,11000,0,1,0,11170-15558,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,119.010000000,0E-9,122.320000000,119.010000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,1,0,0,1,6.610000000,122.320000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19430225,,,,,,0,,0E-9,0,,0,,0,20230904,0,
4,서울특별시 용산구 청파동2가 1-1번지,11170,11000,0,1,1,11170-27757,1,일반,2,일반건축물,서울특별시 용산구 효창원로86다길 12-8,,,,,0,111704106558,11002,0,12,8,,0,주건축물,0E-9,86.780000000,0E-9,86.780000000,86.780000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,86.780000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19430225,,,,,,0,,0E-9,0,,0,,0,20230904,0,
5,서울특별시 용산구 청파동2가 1-1번지,11170,11000,0,1,1,11170-8702,2,집합,3,표제부,서울특별시 용산구 효창원로86다길 12-8,,,,,0,111704106558,11002,0,12,8,,0,주건축물,201.600000000,82.110000000,40.730000000,248.310000000,164.220000000,81.460000000,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,평스라브,3,0,0E-9,2,1,0,0,0,0E-9,248.310000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19901226,,19910116,,,,,,0,,0E-9,0,,0,,0,20231020,0,
6,서울특별시 용산구 청파동2가 1-2번지,11170,11000,0,1,2,11170-15313,1,일반,2,일반건축물,서울특별시 용산구 청파로71다길 36,,,,,0,111704106381,11002,0,36,0,,0,주건축물,220.830000000,132.350000000,59.930000000,477.060000000,358.380000000,162.290000000,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구용단독주택(6가구),10,(철근)콘크리트,평스라브,0,6,9.000000000,3,1,0,0,0,0E-9,477.060000000,0,0E-9,0,0E-9,4,48.420000000,0,0E-9,19941203,19950218,19950616,,,,,,0,,0E-9,0,,0,,0,20230904,0,
7,서울특별시 용산구 청파동2가 1-3번지,11170,11000,0,1,3,11170-22933,2,집합,3,표제부,서울특별시 용산구 청파로71다길 40,,,,,0,111704106381,11002,0,40,0,,0,주건축물,173.400000000,86.640000000,49.900000000,243.240000000,173.280000000,99.900000000,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,경사스라브 위 기와,6,0,7.560000000,2,1,0,0,0,0E-9,243.240000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19860503,,19860828,,,,,,0,,0E-9,0,,0,,0,20171205,,
8,서울특별시 용산구 청파동2가 1-4번지,11170,11000,0,1,4,11170-26736,1,일반,2,일반건축물,서울특별시 용산구 청파로71다길 42-1,,,,,0,111704106381,11002,0,42,1,,0,주건축물,0E-9,47.930000000,0E-9,47.930000000,47.930000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,47.930000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19380310,,,,,,0,,0E-9,0,,0,,0,20230904,0,
9,서울특별시 용산구 청파동2가 1-16번지,11170,11000,0,1,16,11170-21465,2,집합,3,표제부,서울특별시 용산구 효창원로86나길 18,,,,,0,111704106557,11001,0,18,0,,0,주건축물,151.400000000,71.210000000,47.030000000,204.480000000,133.920000000,88.450000000,11,벽돌구조,연와조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브 위 기와,3,0,7.400000000,2,1,0,0,0,0E-9,204.480000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19860707,19860805,19861210,,,,,,0,,0E-9,0,,0,,0,20171205,,
10,서울특별시 용산구 청파동2가 1-16번지,11170,11000,0,1,16,11170-26024,1,일반,2,일반건축물,서울특별시 용산구 효창원로86나길 18,,,,,0,111704106557,11001,0,18,0,,0,주건축물,0E-9,72.730000000,0E-9,72.730000000,72.730000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,72.730000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19380405,,,,,,0,,0E-9,0,,0,,0,20230904,0,
1,서울특별시 중구 만리동2가 2번지,11140,17400,0,2,0,11140-25727,1,일반,2,일반건축물,서울특별시 중구 손기정로 73,체육관동,,,,2,111403101019,17401,0,73,0,,0,주건축물,17751.500000000,1101.410000000,0E-9,2764.730000000,1101.410000000,0E-9,21,철근콘크리트구조,철근콘크리트라멘조,10000,교육연구시설,교육연구및복지시설,90,기타지붕,경사지붕,0,0,12.370000000,1,2,1,0,0,0E-9,2764.730000000,0,0E-9,0,0E-9,0,0E-9,21,729.120000000,,20041029,20060620,,,,,,0,,0E-9,0,,0,,0,20220824,0,
2,서울특별시 중구 만리동2가 2번지,11140,17400,0,2,0,11140-25728,1,일반,2,일반건축물,서울특별시 중구 손기정로 73,정보센타동,,,,2,111403101019,17401,0,73,0,,0,주건축물,17751.500000000,372.280000000,0E-9,1464.880000000,1464.880000000,0E-9,21,철근콘크리트구조,철근콘크리트라멘조,10000,교육연구시설,교육연구및복지시설,10,(철근)콘크리트,평스라브,0,0,12.200000000,4,0,0,0,0,0E-9,1464.880000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,20041029,20060620,,,,,,0,,0E-9,0,,0,,0,20220824,0,
3,서울특별시 중구 만리동2가 2번지,11140,17400,0,2,0,11140-25726,1,일반,2,일반건축물,서울특별시 중구 손기정로 73,본관동,,,,2,111403101019,17401,0,73,0,,0,주건축물,17751.500000000,1623.540000000,9.150000000,5901.900000000,5534.400000000,31.180000000,21,철근콘크리트구조,"철근콘크리트, 조석조",10000,교육연구시설,교육연구및복지시설,10,(철근)콘크리트,"평스라브, 경사지붕",0,0,14.750000000,4,1,0,0,1,32.400000000,5901.900000000,0,0E-9,0,0E-9,0,0E-9,29,333.500000000,,,,,,,,,0,,0E-9,0,,0,,0,20220824,0,
4,서울특별시 중구 만리동2가 6-1번지,11140,17400,0,6,1,11140-25735,1,일반,2,일반건축물,서울특별시 중구 손기정로 101,손기정기념관,,,,2,111403101019,17401,0,101,0,,0,주건축물,0E-9,0E-9,0E-9,1600.000000000,0E-9,0E-9,21,철근콘크리트구조,"철골조, 철근콘크리트조",5000,문화및집회시설,문화및집회시설(전시실),20,기와,모임지붕(기와),0,0,11.600000000,2,0,0,0,0,0E-9,1600.000000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19840330,,19840702,,,,,,0,,0E-9,0,,0,,0,20171205,,
6,서울특별시 성동구 상왕십리동 12번지,11200,10100,0,12,0,11200-1259,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,19.830000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,30,슬레이트,스레트즙,0,1,0E-9,1,0,0,0,0,0E-9,19.830000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19370108,,,,,,0,,0E-9,0,,0,,0,20201112,0,
5,서울특별시 중구 만리동2가 6-1번지,11140,17400,0,6,1,11140-25734,1,일반,2,일반건축물,서울특별시 중구 손기정로 101,손기정문화체육센터,,,,1,111403101019,17401,0,101,0,,0,주건축물,0E-9,0E-9,0E-9,2198.200000000,0E-9,0E-9,41,철골콘크리트구조,"철근콘크리트조, 철골조",13000,운동시설,"제1종근린생활시설(문화회관), 운동시설(체력단련실)",20,기와,모임지붕(기와),0,0,0E-9,2,0,0,0,0,0E-9,2198.200000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19611105,,,,,,0,,0E-9,0,,0,,0,20220825,0,
6,서울특별시 중구 만리동2가 6-1번지,11140,17400,0,6,1,11140-25732,1,일반,2,일반건축물,서울특별시 중구 손기정로 101,손기정체육공원 주차장,,,,0,111403101019,17401,0,101,0,,0,주건축물,4400.000000000,178.310000000,4.050000000,6876.520000000,99.860000000,2.270000000,21,철근콘크리트구조,철근콘크리트구조,20000,자동차관련시설,"자동차관련시설,근린생활시설,문화및집회시설",90,기타지붕,평스라브,0,0,8.800000000,1,2,0,0,0,0E-9,6876.520000000,0,0E-9,0,0E-9,197,0E-9,0,0E-9,,20001222,20020905,,,,,,0,,0E-9,0,,0,,0,20230530,0,
7,서울특별시 중구 만리동2가 10-47번지,11140,17400,0,10,47,11140-25772,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,33.060000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,33.060000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19320410,,,,,,0,,0E-9,0,,0,,0,20171205,,
8,서울특별시 중구 만리동2가 10-48번지,11140,17400,0,10,48,11140-25773,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,33.060000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,33.060000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19320320,,,,,,0,,0E-9,0,,0,,0,20171205,,
9,서울특별시 중구 만리동2가 11번지,11140,17400,0,11,0,11140-25802,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,28.690000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,28.690000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19500620,,,,,,0,,0E-9,0,,0,,0,20171205,,
10,서울특별시 중구 만리동2가 11-1번지,11140,17400,0,11,1,11140-26259,2,집합,3,표제부,서울특별시 중구 만리재로 185,KCC 파크타운,,,,1,111403101016,17402,0,185,0,104동,0,주건축물,0E-9,265.020000000,0E-9,3588.470000000,3588.470000000,0E-9,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,업무시설(오피스텔),10,(철근)콘크리트,"(철근)콘크리트,평스라브",45,0,43.700000000,15,0,1,0,0,0E-9,3588.470000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,20021122,20021223,20041210,2002,3010075,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20190530,1,
1,서울특별시 용산구 산천동 1-1번지,11170,11500,0,1,1,11170-100182207,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 15,,,,,2,111704106517,11502,0,15,0,,1,부속건축물,10412.800000000,13.230000000,0.130000000,13.230000000,13.230000000,0.130000000,32,경량철골구조,경량철골구조,11000,노유자시설,창고,90,기타지붕,기타지붕,0,0,2.500000000,1,0,0,0,1,13.230000000,13.230000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,20080708,20080709,20080910,2008,3020078,건축과,1202,증축신고,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 용산구 산천동 1-1번지,11170,11500,0,1,1,11170-2277,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 15,,,,,2,111704106517,11502,0,15,0,,0,주건축물,10412.800000000,1523.670000000,14.630000000,3579.070000000,3150.880000000,30.250000000,21,철근콘크리트구조,"철근콘크리트라멘조,철골조",11000,노유자시설,유치원,10,(철근)콘크리트,"스라브,슬라브위동판잇기",0,0,4.800000000,4,1,0,0,1,13.230000000,3579.070000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870729,,19881212,,,,,,0,,0E-9,0,,0,,0,20230904,0,
3,서울특별시 용산구 산천동 1-4번지,11170,11500,0,1,4,11170-2619,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 42,,,,,0,111704106517,11502,0,42,0,,0,주건축물,176.570000000,87.120000000,49.340000000,283.590000000,200.370000000,113.480000000,11,벽돌구조,연와조,1000,단독주택,다가구용단독주택(6가구),10,(철근)콘크리트,"평스라브,샌드위치판넬",0,6,9.300000000,3,1,0,0,0,0E-9,283.590000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19900509,1990,19900704,,,,,,0,,0E-9,0,,0,,0,20230904,0,
4,서울특별시 용산구 산천동 1-5번지,11170,11500,0,1,5,11170-8472,1,일반,2,일반건축물,서울특별시 용산구 새창로12길 103,,,,,0,111704106131,11501,0,103,0,,0,주건축물,157.700000000,79.000000000,50.100000000,211.000000000,145.000000000,91.950000000,11,벽돌구조,"연와조,샷시",1000,단독주택,"다가구주택(4가구),제1종근린생활시설",10,(철근)콘크리트,"평스라브, 판넬",0,4,7.400000000,2,1,0,0,0,0E-9,211.000000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19910201,19910319,19910902,2k06,3020078,건축과,1202,증축신고,0,,0E-9,0,,0,,0,20231020,0,
5,서울특별시 용산구 산천동 1-8번지,11170,11500,0,1,8,11170-3443,1,일반,2,일반건축물,서울특별시 용산구 효창원로23길 24-3,,,,,0,111704106521,11502,0,24,3,,0,주건축물,0E-9,0E-9,0E-9,65.420000000,0E-9,0E-9,11,벽돌구조,연와조,1000,단독주택,주택,20,기와,세멘와즙,0,1,0E-9,1,0,0,0,0,0E-9,65.420000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19740823,,,,,,0,,0E-9,0,,0,,0,20240524,0,
6,서울특별시 용산구 산천동 1-9번지,11170,11500,0,1,9,11170-7788,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 34-32,,,,,0,111704106517,11502,0,34,32,,0,주건축물,0E-9,59.820000000,0E-9,59.820000000,59.820000000,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,제2종근린생활시설,20,기와,기와,0,0,0E-9,1,0,0,0,1,0.680000000,59.820000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19850629,,,,,,1,,0E-9,0,,0,,0,20230904,0,
7,서울특별시 용산구 산천동 1-10번지,11170,11500,0,1,10,11170-21905,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 34-30,,,,,0,111704106517,11502,0,34,30,,0,주건축물,109.530000000,63.240000000,57.740000000,188.460000000,125.220000000,114.320000000,11,벽돌구조,연와조,1000,단독주택,"다가구용단독주택(2가구), 근린생활시설",10,(철근)콘크리트,평스라브,0,2,7.200000000,2,1,0,0,0,0E-9,188.460000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19960529,19960608,19961206,,,,,,0,,0E-9,0,,0,,0,20230904,0,
8,서울특별시 용산구 산천동 1-11번지,11170,11500,0,1,11,11170-20265,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 34-28,,,,,0,111704106517,11502,0,34,28,,0,주건축물,78.080000000,57.770000000,73.990000000,148.860000000,98.120000000,125.670000000,11,벽돌구조,조적조,1000,단독주택,다가구용단독주택(3가구),10,(철근)콘크리트,스라브,0,1,7.700000000,2,1,0,0,0,0E-9,148.860000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19920314,19920417,19930531,,,,,,0,,0E-9,0,,0,,0,20230904,0,
9,서울특별시 용산구 산천동 1-12번지,11170,11500,0,1,12,11170-7727,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 34-26,,,,,0,111704106517,11502,0,34,26,,0,주건축물,107.570000000,59.840000000,55.630000000,148.200000000,97.590000000,90.720000000,11,벽돌구조,연와조,1000,단독주택,다가구용단독주택(3가구),10,(철근)콘크리트,평스라브,0,3,7.600000000,2,1,0,0,0,0E-9,148.200000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19920729,19920822,19931207,,,,,,0,,0E-9,0,,0,,0,20230904,0,
10,서울특별시 용산구 산천동 1-13번지,11170,11500,0,1,13,11170-10553,1,일반,2,일반건축물,서울특별시 용산구 효창원로15길 34-12,,,,,0,111704106517,11502,0,34,12,,0,주건축물,66.300000000,38.210000000,57.630000000,114.630000000,76.420000000,115.260000000,11,벽돌구조,조적조,1000,단독주택,다가구용단독주택(3가구),10,(철근)콘크리트,평스라브콘크리트지붕,0,3,6.500000000,2,1,0,0,0,0E-9,114.630000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19920320,19920404,19921031,,,,,,0,,0E-9,0,,0,,0,20230904,0,
7,서울특별시 성동구 상왕십리동 12-1번지,11200,10100,0,12,1,11200-1261,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,35.700000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초즙,0,1,0E-9,1,0,0,0,0,0E-9,35.700000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19630312,,,,,,0,,0E-9,0,,0,,0,20201112,0,
1,서울특별시 용산구 효창동 1-1번지,11170,11900,0,1,1,11170-100198255,2,집합,3,표제부,서울특별시 용산구 효창원로76길 25-2,프라임27,,,,1,111704106554,11902,0,25,2,,0,주건축물,333.200000000,181.810000000,54.560000000,595.190000000,553.590000000,166.140000000,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,다세대주택(도시형생활주택-원룸형),10,(철근)콘크리트,평스라브,27,0,10.850000000,4,0,0,0,0,0E-9,595.190000000,0,0E-9,0,0E-9,4,41.600000000,3,34.500000000,20130329,20130517,20140108,2013,3020078,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20190530,1,
2,서울특별시 용산구 효창동 2-1번지,11170,11900,0,2,1,11170-25611,1,일반,2,일반건축물,서울특별시 용산구 청파로47가길 68,,,,,0,111704106364,11902,0,68,0,,0,주건축물,0E-9,104.790000000,0E-9,104.790000000,104.790000000,0E-9,11,벽돌구조,연와조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,1,6.610000000,104.790000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19530808,,,,,,0,,0E-9,0,,0,,0,20170316,,
3,서울특별시 용산구 효창동 2-1번지,11170,11900,0,2,1,11170-25610,1,일반,2,일반건축물,서울특별시 용산구 청파로47가길 68,,,,,0,111704106364,11902,0,68,0,,0,주건축물,0E-9,151.500000000,0E-9,195.560000000,192.820000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,1,0,0,1,8.790000000,195.560000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19540403,,,,,,0,,0E-9,0,,0,,0,20170316,,
4,서울특별시 용산구 효창동 2-1번지,11170,11900,0,2,1,11170-27159,2,집합,3,표제부,서울특별시 용산구 청파로47가길 68,,,,,0,111704106364,11902,0,68,0,,0,주건축물,488.900000000,235.600000000,48.190000000,993.340000000,779.520000000,159.440000000,21,철근콘크리트구조,"철근콘크리트조, 벽돌조",2000,공동주택,연립주택,10,(철근)콘크리트,경사스라브위아스팔트슁글,7,0,0E-9,4,1,0,0,0,0E-9,993.340000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19910726,,19920110,,,,,,0,,0E-9,0,,0,,0,20171205,,
5,서울특별시 용산구 효창동 2-2번지,11170,11900,0,2,2,11170-15735,1,일반,2,일반건축물,,공동주택(기숙사),,,,0,,,0,0,0,국제7관,0,주건축물,397.700000000,190.880000000,48.000000000,656.880000000,487.840000000,122.670000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,기숙사,10,(철근)콘크리트,콘크리트스라브,0,0,10.300000000,3,1,0,0,0,0E-9,656.880000000,0,0E-9,0,0E-9,0,0E-9,5,0E-9,19960722,19960906,19970627,,,,,,14,,0E-9,0,,0,,0,20230518,1,
6,서울특별시 용산구 효창동 2-4번지,11170,11900,0,2,4,11170-21916,1,일반,2,일반건축물,서울특별시 용산구 효창원로76길 38,,,,,0,111704106554,11902,0,38,0,,0,주건축물,285.000000000,170.550000000,59.840000000,615.990000000,459.360000000,161.180000000,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구용단독주택(19가구),10,(철근)콘크리트,경사스라브,0,19,10.900000000,3,1,0,0,0,0E-9,615.990000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19951117,19960329,19961123,,,,,,0,,0E-9,0,,0,,0,20210824,0,
4,서울특별시 용산구 청암동 44번지,11170,11600,0,44,0,11170-5315,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,72.730000000,0E-9,72.730000000,72.730000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초즙평가,0,1,0E-9,1,0,0,0,0,0E-9,72.730000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19431023,,,,,,0,,0E-9,0,,0,,0,20171205,,
7,서울특별시 용산구 효창동 2-7번지,11170,11900,0,2,7,11170-23021,2,집합,3,표제부,서울특별시 용산구 효창원로76길 24-3,,,,,0,111704106554,11902,0,24,3,,0,주건축물,384.860000000,190.030000000,49.380000000,659.220000000,490.020000000,127.320000000,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,7,0,9.700000000,3,1,0,0,0,0E-9,659.220000000,0,0E-9,0,0E-9,3,82.080000000,1,11.500000000,19920930,19921012,19930625,,,,,,0,,0E-9,0,,0,,0,20170301,,
8,서울특별시 용산구 효창동 2-12번지,11170,11900,0,2,12,11170-4913,1,일반,2,일반건축물,서울특별시 용산구 효창원로76길 34,,,,,0,111704106554,11902,0,34,0,,0,주건축물,258.100000000,130.440000000,50.530000000,299.560000000,299.560000000,116.060000000,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,다가구용단독주택(5가구),10,(철근)콘크리트,평스라브,0,5,7.900000000,3,0,0,0,0,0E-9,299.560000000,0,0E-9,0,0E-9,0,0E-9,2,0E-9,19950703,19950809,19960425,,,,,,0,,0E-9,0,,0,,0,20180505,0,
9,서울특별시 용산구 효창동 2-13번지,11170,11900,0,2,13,11170-23570,1,일반,2,일반건축물,서울특별시 용산구 효창원로76길 19,,,,,0,111704106554,11902,0,19,0,,0,주건축물,0E-9,100.300000000,0E-9,224.370000000,184.600000000,0E-9,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0E-9,2,1,0,0,1,14.980000000,224.370000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19771231,,,,,,0,,0E-9,0,,0,,0,20170214,,
10,서울특별시 용산구 효창동 2-13번지,11170,11900,0,2,13,11170-23569,1,일반,2,일반건축물,서울특별시 용산구 효창원로76길 19,,,,,0,111704106554,11902,0,19,0,,0,주건축물,0E-9,59.500000000,0E-9,92.560000000,89.250000000,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,1,0,0,0,0E-9,92.560000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19340904,,,,,,0,,0E-9,0,,0,,0,20170214,,
