순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용도,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감율,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진 설계 적용 여부,내진 능력
seq,plot_lc,signgu_cd,lgldong_cd,plot_div_cd,bun,ji,mng_bldstr_regstr,regstr_div_cd,regstr_div_cd_nm,regstr_knd_cd,regstr_knd_cd_nm,rdnmsys,buld_nm,sprar_nm,blck,lot,outoflot_cnt,nadres_rd_cd,nadres_lgldong_cd,nadres_grnd_udgd_cd,nadres_bbno,nadres_buno,dong_nm,main_atach_div_cd,main_atach_div_cd_nm,plot_ar,bld_ar,bdtlrt,totflar,flart_calc_totflar,flart,strct_cd,strct_cd_nm,etc_strct,main_ppos_cd,main_ppos_cd_nm,etc_ppos,rf_cd,rf_cd_nm,etc_rf,gnr_cnt,hshld_cnt,hgt,grnd_fl_cnt,udgd_fl_cnt,rdng_elvtr_cnt,emgnc_usg_elvtr_cnt,atach_bldstr_cnt,atach_bldstr_ar,tot_dong_totflar,insdhous_mchntp_cnt,insdhous_mchntp_ar,outhous_mchntp_cnt,outhous_mchntp_ar,insdhous_indptp_cnt,insdhous_indptp_ar,outhous_indptp_cnt,outhous_indptp_ar,prmsn_dd,bgncst_dd,use_aprv_dd,prmsn_no_yr,prmsn_no_instt_cd,prmsn_no_instt_cd_nm,prmsn_no_div_cd,prmsn_no_div_cd_nm,hoadr,energy_efic_grd,energy_redcn_rt,epi,ecofrnd_bldstr_grd,ecofrnd_bldstr_cert_score,intlgnt_bldstr_grd,intlgnt_bldstr_cert_score,crt_ymd,rserthqk_dsign_aplcn_yn,rserthqk_ablty
1,서울특별시 종로구 궁정동 1번지,11110,10300,0,1,0,11110-1308,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,79.870000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,79.870000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 종로구 궁정동 1번지,11110,10300,0,1,0,11110-1309,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,59.660000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,"와즙, 도단즙",0,1,0E-9,1,0,0,0,0,0E-9,59.660000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
3,서울특별시 종로구 궁정동 1번지,11110,10300,0,1,0,11110-1310,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,7204.820000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,14000,업무시설,"사무실, 내무반",10,(철근)콘크리트,스라브,0,0,0E-9,4,1,0,0,3,331.110000000,7204.820000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
4,서울특별시 종로구 궁정동 1번지,11110,10300,0,1,0,11110-1311,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,1,부속건축물,0E-9,0E-9,0E-9,41.600000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,초소,10,(철근)콘크리트,스라브즙,0,1,0E-9,1,0,0,0,0,0E-9,41.600000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19671120,,,,,,0,,0E-9,0,,0,,0,20230904,0,
5,서울특별시 종로구 궁정동 1-1번지,11110,10300,0,1,1,11110-100180044,1,일반,2,일반건축물,서울특별시 종로구 창의문로 12,칠궁,,,,0,111103100014,10302,0,12,0,선희궁,0,주건축물,0E-9,53.590000000,0E-9,53.590000000,53.590000000,0E-9,51,일반목구조,목조,5000,문화및집회시설,문화및집회시설,20,기와,기와,0,0,0E-9,1,0,0,0,0,0E-9,53.590000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
6,서울특별시 종로구 궁정동 1-1번지,11110,10300,0,1,1,11110-100180045,1,일반,2,일반건축물,서울특별시 종로구 창의문로 12,칠궁,,,,0,111103100014,10302,0,12,0,대빈궁,0,주건축물,0E-9,56.950000000,0E-9,56.950000000,56.950000000,0E-9,51,일반목구조,목조,5000,문화및집회시설,문화및집회시설,20,기와,기와,0,0,0E-9,1,0,0,0,0,0E-9,56.950000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
7,서울특별시 종로구 궁정동 1-1번지,11110,10300,0,1,1,11110-100180046,1,일반,2,일반건축물,서울특별시 종로구 창의문로 12,칠궁,,,,0,111103100014,10302,0,12,0,저경궁,0,주건축물,0E-9,52.340000000,0E-9,52.340000000,52.340000000,0E-9,51,일반목구조,목조,5000,문화및집회시설,문화및집회시설,20,기와,기와,0,0,0E-9,1,0,0,0,0,0E-9,52.340000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
8,서울특별시 종로구 궁정동 1-1번지,11110,10300,0,1,1,11110-100180047,1,일반,2,일반건축물,서울특별시 종로구 창의문로 12,칠궁,,,,0,111103100014,10302,0,12,0,육상궁,0,주건축물,0E-9,53.570000000,0E-9,53.570000000,53.570000000,0E-9,51,일반목구조,목조,5000,문화및집회시설,문화및집회시설,20,기와,기와,0,0,0E-9,1,0,0,0,0,0E-9,53.570000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
9,서울특별시 종로구 궁정동 1-1번지,11110,10300,0,1,1,11110-100180048,1,일반,2,일반건축물,서울특별시 종로구 창의문로 12,칠궁,,,,0,111103100014,10302,0,12,0,이안청(서),0,주건축물,0E-9,24.670000000,0E-9,24.670000000,24.670000000,0E-9,51,일반목구조,목조,5000,문화및집회시설,문화및집회시설,20,기와,기와,0,0,0E-9,1,0,0,0,0,0E-9,24.670000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
10,서울특별시 종로구 궁정동 1-1번지,11110,10300,0,1,1,11110-100180051,1,일반,2,일반건축물,서울특별시 종로구 창의문로 12,칠궁,,,,0,111103100014,10302,0,12,0,이안청(덕안궁),0,주건축물,0E-9,16.290000000,0E-9,16.290000000,16.290000000,0E-9,51,일반목구조,목조,5000,문화및집회시설,문화및집회시설,20,기와,기와,0,0,0E-9,1,0,0,0,0,0E-9,16.290000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
1,서울특별시 종로구 효자동 6번지,11110,10400,0,6,0,11110-27313,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,191.740000000,0E-9,0E-9,11,벽돌구조,연와조,1000,단독주택,주택,20,기와,,0,1,0E-9,2,1,0,0,0,0E-9,191.740000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
2,서울특별시 종로구 효자동 14번지,11110,10400,0,14,0,11110-24663,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,105.790000000,0E-9,0E-9,51,일반목구조,"목조, 연와조",1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,1,3.310000000,105.790000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
3,서울특별시 종로구 효자동 16번지,11110,10400,0,16,0,11110-22395,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,32.730000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,32.730000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
4,서울특별시 종로구 효자동 25번지,11110,10400,0,25,0,11110-19224,1,일반,2,일반건축물,서울특별시 종로구 자하문로 62,,,,,0,111103100012,10404,0,62,0,,0,주건축물,0E-9,0E-9,0E-9,69.620000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,제2종근린생활시설,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,69.620000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20210728,0,
5,서울특별시 종로구 효자동 25번지,11110,10400,0,25,0,11110-19225,1,일반,2,일반건축물,서울특별시 종로구 자하문로 62,,,,,0,111103100012,10404,0,62,0,,0,주건축물,314.000000000,0E-9,0E-9,463.340000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,평옥개,0,1,10.250000000,3,0,0,0,0,0E-9,463.340000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19710801,,,,,,0,,0E-9,0,,0,,0,20241202,0,
6,서울특별시 종로구 효자동 27번지,11110,10400,0,27,0,11110-27532,1,일반,2,일반건축물,서울특별시 종로구 자하문로 64,,,,,0,111103100012,10404,0,64,0,,0,주건축물,0E-9,0E-9,0E-9,89.260000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,영업용,20,기와,와즙,0,0,0E-9,1,0,0,0,0,0E-9,89.260000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20211006,0,
7,서울특별시 종로구 효자동 29번지,11110,10400,0,29,0,11110-12731,1,일반,2,일반건축물,서울특별시 종로구 자하문로 66,,,,,0,111103100012,10404,0,66,0,,0,주건축물,0E-9,0E-9,0E-9,163.770000000,0E-9,0E-9,11,벽돌구조,연와조,1000,단독주택,"주택, 사무소",20,기와,와즙,0,1,0E-9,2,1,0,0,0,0E-9,163.770000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19740723,,,,,,0,,0E-9,0,,0,,0,20240405,0,
8,서울특별시 종로구 효자동 30번지,11110,10400,0,30,0,11110-26986,1,일반,2,일반건축물,서울특별시 종로구 자하문로 66-1,,,,,1,111103100012,10404,0,66,1,,0,주건축물,0E-9,0E-9,0E-9,79.340000000,0E-9,0E-9,51,일반목구조,목조,4000,제2종근린생활시설,"근린생활시설, 주택",20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,79.340000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20170307,,
2,서울특별시 중구 의주로2가 7-3번지,11140,17200,0,7,3,11140-25419,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,89.260000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,2,0,0,0,0,0E-9,89.260000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171205,,
9,서울특별시 종로구 효자동 31번지,11110,10400,0,31,0,11110-15594,1,일반,2,일반건축물,서울특별시 종로구 자하문로 66-2,,,,,0,111103100012,10404,0,66,2,,0,주건축물,0E-9,0E-9,0E-9,14.380000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,영업용,90,기타지붕,초즙,0,0,0E-9,1,0,0,0,0,0E-9,14.380000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171024,,
10,서울특별시 종로구 효자동 33-1번지,11110,10400,0,33,1,11110-100214356,1,일반,2,일반건축물,서울특별시 종로구 자하문로 68-6,,,,,0,111103100012,10404,0,68,6,주건축물제1동,0,주건축물,148.800000000,72.190000000,48.510000000,72.190000000,72.190000000,48.510000000,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,5.920000000,1,0,0,0,0,0E-9,72.190000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,20170831,,20181219,2017,3000082,건축과,1201,신축신고,0,,0E-9,0,,0,,0,20200409,0,
1,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2388,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,1동,0,주건축물,0E-9,0E-9,0E-9,4663.050000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,6,0,0E-9,3,2,0,0,1,40.950000000,4663.050000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
2,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2390,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지상가,,,,0,111104100289,10101,0,16,14,,0,주건축물,0E-9,0E-9,0E-9,449.830000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,판매시설,10,(철근)콘크리트,스라브,2,0,0E-9,1,1,0,0,0,0E-9,449.830000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19880404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
3,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2387,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,2동,0,주건축물,0E-9,0E-9,0E-9,5829.030000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,12,0,0E-9,3,2,0,0,1,40.950000000,5829.030000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
4,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2389,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,10동,0,주건축물,0E-9,0E-9,0E-9,6153.550000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,24,0,0E-9,3,2,0,0,1,40.950000000,6153.550000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
5,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2381,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,7동,0,주건축물,0E-9,0E-9,0E-9,4686.150000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,6,0,0E-9,3,2,0,0,1,40.950000000,4686.150000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
6,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2382,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,3동,0,주건축물,0E-9,0E-9,0E-9,6572.100000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,18,0,0E-9,3,2,0,0,1,40.950000000,6572.100000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
7,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2383,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,9동,0,주건축물,0E-9,0E-9,0E-9,5489.430000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,18,0,0E-9,3,2,0,0,1,40.950000000,5489.430000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
8,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2384,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,8동,0,주건축물,0E-9,0E-9,0E-9,4772.550000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,12,0,0E-9,3,2,0,0,1,40.950000000,4772.550000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
9,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2385,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,6동,0,주건축물,0E-9,0E-9,0E-9,6732.210000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,18,0,0E-9,3,2,0,0,1,40.950000000,6732.210000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
10,서울특별시 종로구 청운동 1번지,11110,10100,0,1,0,11110-2386,2,집합,3,표제부,서울특별시 종로구 자하문로36길 16-14,청운벽산빌리지,,,,0,111104100289,10101,0,16,14,5동,0,주건축물,0E-9,0E-9,0E-9,5653.830000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,12,0,0E-9,3,2,0,0,1,40.950000000,5653.830000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19870404,,19881111,,,,,,0,,0E-9,0,,0,,0,20170201,,
1,서울특별시 종로구 신교동 1번지,11110,10200,0,1,0,11110-28822,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,50.410000000,0E-9,0E-9,51,일반목구조,목조,3000,제1종근린생활시설,영업용,20,기와,와즙,0,0,0E-9,1,0,0,0,0,0E-9,50.410000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
2,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1494,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,"창고,사무실",0,주건축물,0E-9,156.460000000,0E-9,156.460000000,156.460000000,0E-9,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,연구교육시설,10,(철근)콘크리트,스라브,0,0,0E-9,2,0,0,0,0,0E-9,156.460000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,20070706,20070828,20071228,,,,,,0,,0E-9,0,,0,,0,20230904,0,
3,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1496,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,,1,부속건축물,0E-9,0E-9,0E-9,88.650000000,0E-9,0E-9,19,기타조적구조,조적조,10000,교육연구시설,"수위실,숙직실",10,(철근)콘크리트,스라브,0,0,0E-9,1,0,0,0,0,0E-9,88.650000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
4,서울특별시 종로구 적선동 11번지,11110,10700,0,11,0,11110-14205,1,일반,2,일반건축물,서울특별시 종로구 사직로 137,,,,,0,111103100005,10701,0,137,0,,0,주건축물,0E-9,0E-9,0E-9,660.000000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,"영업용, 당구장, 사설강습소",10,(철근)콘크리트,평옥개,0,0,0E-9,3,1,0,0,0,0E-9,660.000000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20210525,0,
4,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1498,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,초등교육관,0,주건축물,0E-9,433.220000000,0E-9,2096.060000000,1729.280000000,0E-9,21,철근콘크리트구조,철근콘크리트라멘조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,콘크리트평스라브,0,0,14.700000000,4,1,0,0,0,0E-9,2096.060000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19900901,,19920707,,,,,,0,,0E-9,0,,0,,0,20230904,0,
5,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1500,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,강당 겸 체육관,0,주건축물,0E-9,0E-9,0E-9,1655.640000000,0E-9,0E-9,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,강당,90,기타지붕,파이트트러스,0,0,0E-9,3,1,0,0,0,0E-9,1655.640000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19881029,,19890616,,,,,,0,,0E-9,0,,0,,0,20230904,0,
6,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1501,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,직업교육관,0,주건축물,0E-9,746.600000000,0E-9,2161.000000000,2161.000000000,0E-9,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,"스라브, 라멘조",0,0,12.950000000,3,0,0,0,0,0E-9,2161.000000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20230904,0,
10,서울특별시 종로구 옥인동 2-11번지,11110,11100,0,2,11,11110-5400,1,일반,2,일반건축물,서울특별시 종로구 자하문로19길 16-3,,,,,0,111104100270,11101,0,16,3,,0,주건축물,0E-9,0E-9,0E-9,148.420000000,0E-9,0E-9,11,벽돌구조,연와조,1000,단독주택,주택,10,(철근)콘크리트,스라브 위 기와,0,1,0E-9,2,1,0,0,0,0E-9,148.420000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,19830425,,19840825,,,,,,0,,0E-9,0,,0,,0,20111117,,
7,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1502,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,본관동,0,주건축물,0E-9,1276.480000000,0E-9,3996.210000000,3800.450000000,0E-9,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,스라브,0,0,11.250000000,3,1,0,0,0,0E-9,3996.210000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,19880922,,,,,,0,,0E-9,0,,0,,0,20230904,0,
8,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-100203397,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,수련관,0,주건축물,27057.900000000,193.330000000,0E-9,384.690000000,384.690000000,0E-9,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,교육연구시설,90,기타지붕,평스라브,0,0,9.400000000,2,0,0,0,0,0E-9,384.690000000,0,0E-9,77,0E-9,0,0E-9,0,0E-9,,20150508,20160115,,,,,,0,,0E-9,0,,0,,0,20230904,0,
9,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1495,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,청각언어훈련센터,0,주건축물,27057.900000000,1276.500000000,0E-9,4787.280000000,4483.520000000,0E-9,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,연구교육시설,10,(철근)콘크리트,평스라브 티타늄지붕,0,0,0E-9,4,1,0,0,0,0E-9,4787.280000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,20040605,20070409,,,,,,0,,0E-9,0,,0,,0,20240510,0,
10,서울특별시 종로구 신교동 1-1번지,11110,10200,0,1,1,11110-1497,1,일반,2,일반건축물,서울특별시 종로구 필운대로 103,국립서울농학교,,,,0,111102100002,10201,0,103,0,생활관,0,주건축물,0E-9,0E-9,0E-9,137.910000000,0E-9,0E-9,51,일반목구조,목조,10000,교육연구시설,교사,20,기와,"와즙, 스라브",0,0,0E-9,1,0,0,0,0,0E-9,137.910000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20240510,0,
1,서울특별시 종로구 창성동 9-1번지,11110,10500,0,9,1,11110-11132,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,29.420000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초즙,0,1,0E-9,1,0,0,0,0,0E-9,29.420000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20200427,0,
2,서울특별시 종로구 창성동 10번지,11110,10500,0,10,0,11110-27703,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,46.280000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,46.280000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
3,서울특별시 종로구 창성동 12-3번지,11110,10500,0,12,3,11110-9376,1,일반,2,일반건축물,,,,,,0,,,0,0,0,,0,주건축물,0E-9,0E-9,0E-9,31.400000000,0E-9,0E-9,51,일반목구조,목조,1000,단독주택,주택,20,기와,와즙,0,1,0E-9,1,0,0,0,0,0E-9,31.400000000,0,0E-9,0,0E-9,0,0E-9,0,0E-9,,,,,,,,,0,,0E-9,0,,0,,0,20171118,,
4,서울특별시 종로구 창성동 17-1번지,11110,10500,0,17,1,11110-5802,1,일반,2,일반건축물,서울특별시 종로구 효자로 49,온지음,,,,0,111103100017,10503,0,49,0,,0,주건축물,483.870000000,277.250000000,57.300000000,1286.820000000,783.060000000,161.830000000,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,14.940000000,4,2,1,0,0,0E-9,1286.820000000,12,48.670000000,0,0E-9,0,0E-9,1,12.000000000,20040304,20040610,20050426,2004,3000082,건축과,1101,신축허가,0,,0E-9,0,,0,,0,20180619,1,Ⅶ-0.181g
