대지위치,gu_name,hdong_code,hdong_name,SYDATE,total_area,total_units,PNU,lng,lat
서울특별시 노원구 월계동 534-13,노원구,11110510,월계1동,2004-11-04,202.0,7.0,1135010200005340013,127.054814293052,37.6246457016137
서울특별시 노원구 상계동 71-87,노원구,11110760,상계3·4동,1996-09-10,292.7,15.0,1135010500000710087,127.085627699299,37.6711740505419
서울특별시 노원구 상계동 1048-37,노원구,11110650,상계1동,2004-11-11,215.75,9.0,1135010500010480037,127.052737573297,37.6744962432986
서울특별시 강북구 수유동 270-19,강북구,11090640,수유2동,2019-01-14,212.26,8.0,1130510300002700019,127.018604050365,37.6475022596076
서울특별시 중랑구 묵동 233-3,중랑구,11070650,묵2동,2016-06-27,347.8,10.0,1126010400002330003,127.075694552537,37.6156302256339
서울특별시 중랑구 상봉동 130-100,중랑구,11070600,상봉2동,2016-10-27,142.5,7.0,1126010200001300100,127.075470857312,37.5931012051034
서울특별시 중랑구 묵동 249-28,중랑구,11070650,묵2동,2016-12-02,244.1,10.0,1126010400002490028,127.075414695523,37.605442741832
서울특별시 노원구 상계동 394-2,노원구,11110660,상계2동,2001-04-25,240.0,8.0,1135010500003940002,127.067175382641,37.6581861120272
서울특별시 강동구 성내동 233-1,강동구,11250660,성내2동,2018-04-27,331.5,15.0,1174010800002330001,127.129174694599,37.5332204137347
서울특별시 강동구 성내동 403,강동구,11250670,성내3동,2018-07-05,,10.0,1174010800004030000,127.136161560632,37.5309386195636
서울특별시 강동구 암사동 494-4,강동구,11250720,암사1동,2012-09-21,327.1,15.0,1174010700004940004,127.130456597419,37.5505120608495
서울특별시 강동구 암사동 433-117,강동구,11250720,암사1동,1986-09-30,0.0,6.0,1174010700004330117,127.137886984343,37.551205494877
서울특별시 강동구 길동 346-5,강동구,11250740,길동,1996-10-25,1139.3,19.0,1174010500003460005,127.1438659524,37.5415611034691
서울특별시 강동구 성내동 385-18,강동구,11250670,성내3동,2013-10-24,177.2,8.0,1174010800003850018,127.133725785194,37.5326762794589
서울특별시 강서구 화곡동 818-8,강서구,11160590,화곡4동,2008-07-25,224.1,7.0,1150010300008180008,126.858207692548,37.5356368368448
서울특별시 강서구 화곡동 102-82,강서구,11160550,화곡본동,2008-12-16,228.0,8.0,1150010300001020082,126.846237654071,37.5387978816231
서울특별시 강남구 압구정동 486,강남구,11230770,압구정동,1978-12-28,0.0,91.0,1168011000004860000,127.036865226776,37.5309077439444
서울특별시 강남구 도곡동 947-4,강남구,11230660,도곡1동,1984-09-21,0.0,5.0,1168011800009470004,127.034679455843,37.4876821667898
서울특별시 강남구 대치동 900-34,강남구,11230630,대치4동,1998-10-01,238.2,8.0,1168010600009000034,127.053026529456,37.5024722307195
서울특별시 강남구 신사동 552-10,강남구,11230510,신사동,2002-12-11,182.4,6.0,1168010700005520010,127.024904106109,37.5226947247723
서울특별시 동작구 상도동 1-36,동작구,11200530,상도1동,2012-12-31,210.0,7.0,1159010200000010036,126.951765459886,37.5079241950055
서울특별시 동작구 상도동 28-7,동작구,11200540,상도2동,2012-12-31,190.27,14.0,1159010200000280007,126.944768086848,37.5044009036351
서울특별시 중구 신당동 425-14,중구,11020700,다산동,2005-01-19,321.0,8.0,1114016200004250014,127.010579867434,37.5560297356985
서울특별시 중구 신당동 429-15,중구,11020700,다산동,1996-12-31,431.03,8.0,1114016200004290015,127.008134138915,37.5557242210405
서울특별시 중구 신당동 432-1325,중구,11020700,다산동,1999-12-11,65.9,3.0,1114016200004321325,127.00625135792,37.5513958515675
서울특별시 마포구 성산동 200-324,마포구,11140730,성산2동,2001-12-07,175.0,8.0,1144012500002000324,126.906678108484,37.5660183572173
서울특별시 마포구 성산동 212-1,마포구,11140720,성산1동,1990-10-17,0.0,6.0,1144012500002120001,126.907152001832,37.561847569689
서울특별시 마포구 성산동 200-306,마포구,11140730,성산2동,1991-12-18,0.0,6.0,1144012500002000306,126.907506521253,37.565210455516
서울특별시 노원구 하계동 161-5,노원구,11110580,하계1동,1994-11-09,385.0,7.0,1135010400001610005,127.072423536289,37.6356593211073
서울특별시 노원구 상계동 71-200,노원구,11110760,상계3·4동,1995-04-24,213.3,10.0,1135010500000710200,127.084187456137,37.6710447155701
서울특별시 노원구 월계동 382-14,노원구,11110510,월계1동,2002-10-24,299.0,9.0,1135010200003820014,127.05745904082,37.6224930663879
서울특별시 노원구 상계동 442-23,노원구,11110690,상계5동,1986-12-12,0.0,6.0,1135010500004420023,127.067924639856,37.6619600745426
서울특별시 노원구 공릉동 366-3,노원구,11110790,공릉1동,2002-06-12,324.9,12.0,1135010300003660003,127.073493369558,37.6288616234441
서울특별시 도봉구 창동 623-110,도봉구,11100600,창2동,2013-05-29,609.0,10.0,1132010700006230110,127.037512397703,37.6444520771077
서울특별시 도봉구 쌍문동 485-33,도봉구,11100510,쌍문1동,2014-02-04,474.0,10.0,1132010500004850033,127.017099728601,37.6554975395033
서울특별시 송파구 마천동 153,송파구,11240560,마천2동,2016-03-14,304.36,10.0,1171011400001530000,127.151759293972,37.4994248668066
서울특별시 송파구 문정동 70-5,송파구,11240680,문정1동,2018-02-07,342.0,24.0,1171010800000700005,127.125581108969,37.4830991673415
서울특별시 송파구 석촌동 223-1,송파구,11240630,석촌동,2018-05-03,962.7,,1171010500002230001,127.098006282242,37.4980110690681
서울특별시 송파구 문정동 21-3,송파구,11240680,문정1동,2018-06-04,,8.0,1171010800000210003,127.127311384108,37.4883291971587
서울특별시 은평구 구산동 173-27,은평구,11120570,구산동,2012-05-07,,12.0,1138010500001730027,126.907347411804,37.6082984974961
서울특별시 은평구 갈현동 300-85,은평구,11120550,갈현1동,2008-12-01,231.0,5.0,1138010400003000085,126.914505103584,37.6273207799725
서울특별시 서초구 방배동 977-6,서초구,11220630,방배2동,2003-04-25,303.7,8.0,1165010100009770006,126.991814838937,37.482021341818
서울특별시 서대문구 홍제동 341-24,서대문구,11130620,홍제1동,1990-04-03,0.0,3.0,1141011100003410024,126.936931612986,37.5863777112166
서울특별시 서대문구 홍제동 361-69,서대문구,11130620,홍제1동,1986-09-03,0.0,3.0,1141011100003610069,126.936603061032,37.5843599417579
서울특별시 마포구 합정동 430-20,마포구,11140680,합정동,1992-02-26,246.0,8.0,1144012200004300020,126.90988211249,37.5515844442484
서울특별시 마포구 합정동 431-4,마포구,11140680,합정동,2002-11-19,0.0,8.0,1144012200004310004,126.908788134319,37.5526890385083
서울특별시 광진구 자양동 622-12,광진구,11050640,자양1동,2009-01-08,146.1,7.0,1121510500006220012,127.080618339981,37.5346263063808
서울특별시 광진구 중곡동 133-13,광진구,11050560,중곡2동,2010-10-25,144.8,7.0,1121510100001330013,127.084495002128,37.5565558016143
서울특별시 광진구 구의동 52-20,광진구,11050610,구의2동,2011-05-23,276.7,10.0,1121510300000520020,127.09065528447,37.5521158018382
서울특별시 마포구 서교동 385-3,마포구,11140660,서교동,1995-11-06,323.6,13.0,1144012000003850003,126.914625564232,37.5524451786571
서울특별시 마포구 합정동 376-30,마포구,11140680,합정동,1986-12-19,359.9,6.0,1144012200003760030,126.912342557668,37.5465955765367
서울특별시 마포구 합정동 430-3,마포구,11140680,합정동,2001-08-24,239.8,8.0,1144012200004300003,126.909353174342,37.5522330281529
서울특별시 노원구 상계동 71-72,노원구,11110760,상계3·4동,1993-07-01,136.63,8.0,1135010500000710072,127.085593673843,37.671846746625
서울특별시 노원구 공릉동 557-21,노원구,11110790,공릉1동,2002-10-30,240.2,7.0,1135010300005570021,127.076774201492,37.6243438798531
서울특별시 노원구 상계동 389-556,노원구,11110660,상계2동,1993-09-28,99.0,3.0,1135010500003890556,127.06770322058,37.6588809176469
서울특별시 노원구 월계동 382-50,노원구,11110510,월계1동,1985-12-18,0.0,4.0,1135010200003820050,127.05818351166,37.622447571928
서울특별시 중구 신당동 366-77,중구,11020710,약수동,2015-11-11,301.0,8.0,1114016200003660077,127.008692111545,37.552049641623
서울특별시 중구 만리동1가 35-5,중구,11020680,중림동,2016-02-24,341.4,13.0,1114017300000350005,126.967423264984,37.5565112631904
서울특별시 중구 신당동 349-94,중구,11020710,약수동,2016-06-15,228.69,13.0,1114016200003490094,127.012354115683,37.5540681814907
서울특별시 강서구 화곡동 342-20,강서구,11160630,화곡8동,1986-07-15,168.85,6.0,1150010300003420020,126.848373600901,37.531284682123
서울특별시 강서구 등촌동 530-12,강서구,11160530,등촌2동,2003-12-11,190.1,7.0,1150010200005300012,126.860103425074,37.5501620282155
서울특별시 강서구 화곡동 861-24,강서구,11160570,화곡2동,2002-12-02,228.6,9.0,1150010300008610024,126.855184486914,37.5319003243774
서울특별시 강서구 화곡동 159-13,강서구,11160630,화곡8동,2002-12-21,277.3,9.0,1150010300001590013,126.850984663332,37.5318067115893
서울특별시 광진구 중곡동 18-85,광진구,11050580,중곡4동,2015-12-23,215.9,10.0,1121510100000180085,127.08722517479,37.5648528055734
서울특별시 광진구 구의동 241-33,광진구,11050600,구의1동,2015-12-28,150.19,6.0,1121510300002410033,127.087052606188,37.5407598018254
서울특별시 광진구 구의동 251-36,광진구,11050600,구의1동,2016-03-03,256.2,10.0,1121510300002510036,127.084046641712,37.539859898601
서울특별시 양천구 신월동 129-1,양천구,11150570,신월1동,2016-03-09,432.5,20.0,1147010300001290001,126.83278012811,37.53100936992
서울특별시 양천구 목동 42-39,양천구,11150520,목2동,2016-03-22,411.3,16.0,1147010200000420039,126.870994360318,37.5422698797069
서울특별시 양천구 목동 324-158,양천구,11150530,목3동,2016-06-23,326.64,15.0,1147010200003240158,126.864068149907,37.5438170538055
서울특별시 동작구 상도동 244-2,동작구,11200560,상도4동,1997-03-19,2440.15,0.0,1159010200002440002,126.934408304799,37.4999367989283
서울특별시 광진구 구의동 617-3,광진구,11050610,구의2동,2015-12-22,531.0,16.0,1121510300006170003,127.086472794771,37.5483795262322
서울특별시 동작구 사당동 141-9,동작구,11200730,사당2동,2012-12-10,156.68,9.0,1159010700001410009,126.979518597293,37.4858019237159
서울특별시 동작구 상도1동 406-3,동작구,11200530,상도1동,2012-12-11,205.6,14.0,1159010300004060003,126.950271668457,37.5011927953962
서울특별시 마포구 성산동 165-106,마포구,11140730,성산2동,1988-07-23,0.0,6.0,1144012500001650106,126.906380315196,37.5676400937148
서울특별시 마포구 성산동 165-111,마포구,11140730,성산2동,1988-08-10,0.0,6.0,1144012500001650111,126.906087353292,37.5678376295372
서울특별시 마포구 성산동 165-113,마포구,11140730,성산2동,1989-08-21,0.0,6.0,1144012500001650113,126.905523434912,37.5680133242135
서울특별시 마포구 성산동 181-2,마포구,11140730,성산2동,1998-09-15,355.1,8.0,1144012500001810002,126.909780717231,37.5661316814961
서울특별시 도봉구 쌍문동 448-14,도봉구,11100510,쌍문1동,2018-08-22,241.0,8.0,1132010500004480014,127.022642087706,37.6498050978762
서울특별시 강북구 우이동 72-22,강북구,11090740,우이동,2020-06-24,312.0,11.0,1130510400000720022,127.014195170589,37.6499439968114
서울특별시 강북구 우이동 28-6,강북구,11090740,우이동,2020-08-10,260.8,10.0,1130510400000280006,127.012517908424,37.6596934472942
서울특별시 마포구 성산동 214-39,마포구,11140720,성산1동,2006-05-01,327.0,8.0,1144012500002140039,126.908364294607,37.5616712007376
서울특별시 마포구 성산동 214-44,마포구,11140720,성산1동,2005-10-12,284.2,8.0,1144012500002140044,126.906967108181,37.5622645854408
서울특별시 마포구 성산동 214-46,마포구,11140720,성산1동,1989-07-04,0.0,6.0,1144012500002140046,126.907166197481,37.5623563734739
서울특별시 마포구 성산동 214-64,마포구,11140720,성산1동,1989-09-09,0.0,6.0,1144012500002140064,126.907378096925,37.5623406823645
서울특별시 종로구 숭인동 201-11,종로구,11010710,숭인2동,2013-03-06,368.1,74.0,1111017500002010011,127.021306953231,37.5738385489524
서울특별시 송파구 장지동 94-2,송파구,11240810,장지동,1986-02-05,0.0,0.0,1171010800000940002,127.128646179277,37.4841638345871
서울특별시 은평구 녹번동 86-18,은평구,11120510,녹번동,1987-12-28,0.0,6.0,1138010200000860018,126.93009136659,37.6041039271143
서울특별시 은평구 녹번동 86-19,은평구,11120510,녹번동,1996-11-01,286.64,11.0,1138010200000860019,126.930145751296,37.6038337524009
서울특별시 은평구 녹번동 83-44,은평구,11120510,녹번동,2001-09-28,225.6,8.0,1138010200000830044,126.92806279186,37.6026730169305
서울특별시 은평구 녹번동 86-10,은평구,11120510,녹번동,2005-12-08,201.4,7.0,1138010200000860010,126.930669394476,37.6044536720142
서울특별시 은평구 녹번동 86-12,은평구,11120510,녹번동,1997-09-26,210.39,8.0,1138010200000860012,126.930533233501,37.6043721424536
서울특별시 서대문구 홍은동 5-42,서대문구,11130660,홍은1동,2003-07-14,290.3,8.0,1141011800000050042,126.955648487768,37.5964942775532
서울특별시 서대문구 홍은동 189-11,서대문구,11130680,홍은2동,1991-05-04,0.0,6.0,1141011800001890011,126.933283938328,37.5944373330581
서울특별시 서대문구 홍은동 265-412,서대문구,11130680,홍은2동,1977-12-19,0.0,6.0,1141011800002650412,126.934456218044,37.5870949043379
서울특별시 동작구 흑석동 186-4,동작구,11200710,흑석동,2021-10-27,643.8,16.0,1159010500001860004,126.959999449253,37.5084058840341
서울특별시 양천구 목동 318-96,양천구,11150530,목3동,2002-09-14,243.3,9.0,1147010200003180096,126.866387821679,37.5426235351692
서울특별시 양천구 목동 545-46,양천구,11150520,목2동,1986-10-29,0.0,6.0,1147010200005450046,126.872198321541,37.5437226981925
서울특별시 양천구 신정동 1002-2,양천구,11150720,신정4동,2003-05-01,202.1,8.0,1147010100010020002,126.862404278524,37.5238189572761
서울특별시 동작구 상도동 28-4,동작구,11200540,상도2동,2013-01-04,244.0,23.0,1159010200000280004,126.944876225338,37.5040681227634
서울특별시 동작구 상도동 159-48,동작구,11200530,상도1동,2013-01-07,195.0,15.0,1159010200001590048,126.948529114358,37.5009239997568
서울특별시 광진구 중곡동 247-37,광진구,11050550,중곡1동,2016-07-27,148.8,5.0,1121510100002470037,127.078002774326,37.5630153703603
서울특별시 광진구 구의동 78-23,광진구,11050610,구의2동,2016-07-29,236.7,8.0,1121510300000780023,127.08867574124,37.5492471756508
서울특별시 광진구 구의동 633-8,광진구,11050600,구의1동,2016-07-26,188.0,5.0,1121510300006330008,127.082247038985,37.5444324764551
서울특별시 광진구 중곡동 257-37,광진구,11050550,중곡1동,2016-07-27,161.0,8.0,1121510100002570037,127.07890317756,37.5613155829448
서울특별시 서대문구 영천동 100,서대문구,11130520,천연동,1995-06-23,35943.1,72.0,1141010800001000000,126.958794223203,37.5703103898017
서울특별시 종로구 홍파동 2-34,종로구,11010580,교남동,1998-09-29,88.4,3.0,1111017900000020034,126.965444573807,37.5723095794973
서울특별시 종로구 부암동 129-25,종로구,11010550,부암동,1989-02-03,219.37,4.0,1111018400001290025,126.964841118333,37.5978102081941
서울특별시 은평구 갈현동 110-8,은평구,11120560,갈현2동,1991-07-11,0.0,9.0,1138010400001100008,126.916921249559,37.617899802353
서울특별시 은평구 갈현동 268-17,은평구,11120550,갈현1동,2003-05-01,197.77,8.0,1138010400002680017,126.912432816117,37.6225060989866
서울특별시 은평구 갈현동 285-260,은평구,11120550,갈현1동,1978-12-20,0.0,4.0,1138010400002850260,126.912064101459,37.6262605071764
서울특별시 용산구 한남동 807,용산구,11030740,한남동,2003-10-02,0.0,0.0,1117013100008070000,127.003788357426,37.5284614513001
서울특별시 강북구 수유동 482-120,강북구,11090630,수유1동,2015-07-23,150.34,4.0,1130510300004820120,127.016234530734,37.6286015660788
서울특별시 강북구 수유동 167-67,강북구,11090650,수유3동,2016-01-13,339.2,12.0,1130510300001670067,127.028189594918,37.6431830241217
서울특별시 도봉구 쌍문동 88-92,도봉구,11100530,쌍문3동,2014-06-30,163.6,8.0,1132010500000880092,127.03401345384,37.6487091142591
서울특별시 영등포구 대림동 608-1,영등포구,11190720,대림3동,1997-10-27,38598.4,1.0,1156013300006080001,126.895613306369,37.5055326031402
서울특별시 영등포구 대림동 679-10,영등포구,11190720,대림3동,1987-06-11,0.0,3.0,1156013300006790010,126.900965136099,37.5000254011147
서울특별시 서초구 양재동 61-2,서초구,11220660,양재1동,1988-12-30,0.0,4.0,1165010200000610002,127.035990899781,37.4778780789681
서울특별시 은평구 불광동 12-4,은평구,11120520,불광1동,2017-08-24,623.0,12.0,1138010300000120004,126.933846351506,37.6173410799133
서울특별시 은평구 불광동 442-24,은평구,11120720,불광2동,2022-07-21,311.0,14.0,1138010300004420024,126.924997361213,37.6250076950308
서울특별시 서대문구 남가좌동 390,서대문구,11130700,남가좌2동,2020-04-23,,,1141012000003900000,126.917460818879,37.5762124068956
서울특별시 서대문구 북아현동 600,서대문구,11130740,북아현동,2002-11-29,165.0,5.0,1141011000006000000,126.959479489377,37.5599015090442
서울특별시 서대문구 북아현동 692,서대문구,11130740,북아현동,2002-06-26,139.01,4.0,1141011000006920000,126.958887262853,37.5589958924502
서울특별시 서대문구 북아현동 770-7,서대문구,11130740,북아현동,1970-08-10,0.0,6.0,1141011000007700007,126.960442218036,37.5592236551132
서울특별시 서대문구 남가좌동 389,서대문구,11130700,남가좌2동,2019-12-27,,,1141012000003890000,126.919159886739,37.5771753939051
서울특별시 노원구 상계동 1048-17,노원구,11110650,상계1동,2019-09-04,330.0,10.0,1135010500010480017,127.053276526466,37.6747507980279
서울특별시 노원구 상계동 136-33,노원구,11110690,상계5동,2019-11-08,272.0,8.0,1135010500001360033,127.070651883053,37.6654984265091
서울특별시 광진구 중곡동 70-13,광진구,11050580,중곡4동,2002-07-04,174.9,6.0,1121510100000700013,127.093538425105,37.5590495204646
서울특별시 중랑구 면목동 92-27,중랑구,11070710,면목본동,2019-08-20,250.6,10.0,1126010100000920027,127.090843252917,37.5930246924887
서울특별시 은평구 신사동 202-1,은평구,11120660,신사2동,2018-04-13,196.29,8.0,1138010900002020001,126.907679562406,37.5951194326016
서울특별시 송파구 오금동 36-17,송파구,11240600,오금동,1992-06-26,0.0,10.0,1171011200000360017,127.129950020964,37.5058133184665
서울특별시 강동구 길동 470,강동구,11250740,길동,1996-08-09,6477.2,0.0,1174010500004700000,127.147323572892,37.5365712504744
서울특별시 강동구 천호동 302-27,강동구,11250730,천호2동,1991-09-20,0.0,6.0,1174010900003020027,127.131960297979,37.5461204568126
서울특별시 마포구 아현동 701-11,마포구,11140770,공덕동,2007-02-08,199.6,7.0,1144010100007010011,126.961884695684,37.5574255590733
서울특별시 광진구 중곡동 104-74,광진구,11050580,중곡4동,2002-08-21,331.2,8.0,1121510100001040074,127.093667487722,37.5554639003611
서울특별시 마포구 아현동 702-1,마포구,11140770,공덕동,1986-04-18,280.4,7.0,1144010100007020001,126.961941629343,37.5571913181385
서울특별시 양천구 신정동 957-26,양천구,11150720,신정4동,2007-04-20,127.0,6.0,1147010100009570026,126.858365150932,37.5235104548704
서울특별시 마포구 아현동 695-11,마포구,11140770,공덕동,1990-04-26,0.0,5.0,1144010100006950011,126.962701143867,37.5576645840929
서울특별시 마포구 아현동 696-1,마포구,11140770,공덕동,1986-09-06,185.05,8.0,1144010100006960001,126.96231048489,37.5580603582166
서울특별시 마포구 아현동 696-7,마포구,11140770,공덕동,1985-08-30,0.0,6.0,1144010100006960007,126.962183467758,37.5579001202992
서울특별시 마포구 아현동 698-1,마포구,11140770,공덕동,1985-09-10,0.0,8.0,1144010100006980001,126.96182098844,37.5580693911191
서울특별시 마포구 아현동 698-4,마포구,11140770,공덕동,1982-04-17,0.0,6.0,1144010100006980004,126.961808389011,37.557919641309
서울특별시 마포구 아현동 698-5,마포구,11140770,공덕동,1985-12-07,0.0,5.0,1144010100006980005,126.961676517141,37.5579597830549
서울특별시 마포구 아현동 700-5,마포구,11140770,공덕동,1986-09-17,0.0,7.0,1144010100007000005,126.961601813865,37.5573105001596
서울특별시 마포구 아현동 701-6,마포구,11140770,공덕동,1992-04-00,0.0,6.0,1144010100007010006,126.962849171411,37.5574519053064
서울특별시 양천구 신월동 44-12,양천구,11150590,신월3동,1990-03-21,0.0,6.0,1147010300000440012,126.826100974703,37.5379453508664
서울특별시 양천구 신월동 331-20,양천구,11150630,신월7동,1991-06-05,215.0,8.0,1147010300003310020,126.825434676426,37.5227895412025
서울특별시 양천구 목동 523-61,양천구,11150520,목2동,1987-07-25,0.0,6.0,1147010200005230061,126.876250119906,37.5454800871628
서울특별시 양천구 신정동 915-3,양천구,11150720,신정4동,1993-07-13,292.2,9.0,1147010100009150003,126.856846796778,37.5259919649191
서울특별시 양천구 신월동 425-4,양천구,11150600,신월4동,1982-10-14,0.0,12.0,1147010300004250004,126.840262479577,37.5242330275535
서울특별시 관악구 신림동 105-15,관악구,11210660,서림동,1993-11-30,184.43,5.0,1162010200001050015,126.937171820236,37.4735370543516
서울특별시 관악구 봉천동 1711-9,관악구,11210620,인헌동,1995-10-27,114.2,4.0,1162010100017110009,126.964855916471,37.4746865970877
서울특별시 관악구 봉천동 1645-15,관악구,11210620,인헌동,1992-03-10,0.0,9.0,1162010100016450015,126.968230525679,37.4735639029704
서울특별시 관악구 봉천동 1516-6,관악구,11210610,중앙동,2002-05-13,222.4,9.0,1162010100015160006,126.951041593946,37.4840432564482
서울특별시 관악구 봉천동 1644-46,관악구,11210620,인헌동,1990-09-22,0.0,6.0,1162010100016440046,126.967492404868,37.4743904690475
서울특별시 관악구 봉천동 661-119,관악구,11210520,보라매동,1991-09-18,0.0,8.0,1162010100006610119,126.933929893161,37.4880473860413
서울특별시 동작구 사당동 316-290,동작구,11200630,사당1동,2021-11-16,240.0,8.0,1159010700003160290,126.9743765947,37.4801718685631
서울특별시 강서구 등촌동 720,강서구,11160520,등촌1동,2018-11-02,1423.7,106.0,1150010200007200000,126.856839850946,37.5598647371789
서울특별시 강서구 공항동 60-77,강서구,11160690,공항동,2022-08-09,681.0,15.0,1150010800000600077,126.810061782043,37.557909903072
서울특별시 동작구 상도동 372-4,동작구,11200540,상도2동,2013-02-27,151.78,19.0,1159010200003720004,126.94003538551,37.5049200077653
서울특별시 서대문구 홍은동 14-4,서대문구,11130660,홍은1동,2003-03-29,707.0,16.0,1141011800000140004,126.945020286182,37.6006930180832
서울특별시 서대문구 연희동 739,서대문구,11130760,연희동,2002-07-30,0.0,34.0,1141011700007390000,126.929514782543,37.5615205693803
서울특별시 동작구 사당동 446-161,동작구,11200630,사당1동,1991-06-24,0.0,4.0,1159010700004460161,126.973935109709,37.4778551869591
서울특별시 동작구 상도동 356-94,동작구,11200550,상도3동,2002-10-10,264.0,9.0,1159010200003560094,126.933306096039,37.5029043650387
서울특별시 동작구 사당동 180-42,동작구,11200650,사당3동,1986-12-30,108.0,3.0,1159010700001800042,126.968218325215,37.4919610562411
서울특별시 동작구 대방동 14-8,동작구,11200680,대방동,1967-07-03,0.0,2.0,1159010800000140008,126.932055300445,37.5081193906638
서울특별시 은평구 녹번동 86-30,은평구,11120510,녹번동,1995-08-04,755.39,19.0,1138010200000860030,126.929642228091,37.603864357259
서울특별시 은평구 녹번동 86-56,은평구,11120510,녹번동,1993-08-04,145.0,6.0,1138010200000860056,126.929860117577,37.6045849185623
서울특별시 은평구 녹번동 86-67,은평구,11120510,녹번동,1991-05-30,0.0,6.0,1138010200000860067,126.930996949019,37.6050204965513
서울특별시 은평구 녹번동 86-76,은평구,11120510,녹번동,1996-05-16,215.7,10.0,1138010200000860076,126.930154052888,37.604402372119
서울특별시 중랑구 면목동 193-31,중랑구,11070520,면목2동,2021-03-03,172.6,5.0,1126010100001930031,127.07607034575,37.5860274907399
서울특별시 중랑구 면목동 87-9,중랑구,11070710,면목본동,2022-08-07,1069.1,15.0,1126010100000870009,127.092968511347,37.5905998202712
서울특별시 은평구 신사동 18-9,은평구,11120650,신사1동,2015-02-16,762.3,9.0,1138010900000180009,126.908861078707,37.5991721973399
서울특별시 양천구 목동 622-1,양천구,11150530,목3동,1993-06-03,216.5,9.0,1147010200006220001,126.864132230909,37.5475387918813
서울특별시 양천구 신월동 218-46,양천구,11150570,신월1동,1990-05-11,0.0,8.0,1147010300002180046,126.83654686205,37.5267180409877
서울특별시 양천구 목동 734-13,양천구,11150540,목4동,1997-06-28,214.1,9.0,1147010200007340013,126.865561696846,37.5360627808403
서울특별시 양천구 신월동 126-2,양천구,11150570,신월1동,2004-07-27,109.7,6.0,1147010300001260002,126.833271007443,37.5303571990335
서울특별시 중랑구 상봉동 87-52,중랑구,11070600,상봉2동,2002-08-28,229.16,8.0,1126010200000870052,127.08959276676,37.5941816204247
서울특별시 중랑구 상봉동 190-19,중랑구,11070590,상봉1동,2004-05-24,258.5,7.0,1126010200001900019,127.086740818462,37.5994707662433
서울특별시 중랑구 중화동 453,중랑구,11070610,중화1동,2007-07-23,0.0,0.0,1126010300004530000,127.080074874206,37.6026780475495
서울특별시 은평구 녹번동 152-62,은평구,11120510,녹번동,1999-04-22,143.75,8.0,1138010200001520062,126.924482129991,37.6060074162329
서울특별시 은평구 녹번동 152-71,은평구,11120510,녹번동,2001-12-11,106.0,4.0,1138010200001520071,126.924661619999,37.6057938161866
서울특별시 은평구 녹번동 152-72,은평구,11120510,녹번동,2001-08-29,242.31,9.0,1138010200001520072,126.92468721728,37.6054539791844
서울특별시 은평구 녹번동 152-90,은평구,11120510,녹번동,2001-04-25,221.0,7.0,1138010200001520090,126.924887794013,37.6060045216499
서울특별시 은평구 녹번동 155-8,은평구,11120510,녹번동,2002-04-26,319.0,8.0,1138010200001550008,126.924965840637,37.6030557213372
서울특별시 은평구 녹번동 155-36,은평구,11120510,녹번동,1993-11-17,156.1,7.0,1138010200001550036,126.925456770509,37.602817720531
서울특별시 은평구 응암동 730-20,은평구,11120730,응암3동,2019-07-29,532.2,8.0,1138010700007300020,126.920152696129,37.586194382891
서울특별시 은평구 대조동 224-7,은평구,11120580,대조동,2015-09-15,322.0,16.0,1138010600002240007,126.917907977503,37.6120837124768
서울특별시 은평구 구산동 19-36,은평구,11120570,구산동,2015-09-25,384.2,13.0,1138010500000190036,126.913952110727,37.609388739461
서울특별시 마포구 망원동 425-42,마포구,11140700,망원2동,1986-07-11,179.0,6.0,1144012300004250042,126.904708915277,37.5592062438629
서울특별시 마포구 망원동 428-29,마포구,11140700,망원2동,2002-08-28,224.5,7.0,1144012300004280029,126.902138458203,37.5577723672304
서울특별시 마포구 망원동 436-2,마포구,11140700,망원2동,2002-10-25,206.6,8.0,1144012300004360002,126.901536619006,37.560411877421
서울특별시 마포구 망원동 436-34,마포구,11140700,망원2동,2002-11-13,207.3,7.0,1144012300004360034,126.90186727042,37.5599421027934
서울특별시 관악구 봉천동 100-70,관악구,11210570,행운동,2018-11-30,211.0,8.0,1162010100001000070,126.958809832968,37.4824741401824
서울특별시 관악구 봉천동 921-35,관악구,11210800,청룡동,2011-03-11,299.5,9.0,1162010100009210035,126.943590835801,37.4811383257849
서울특별시 동작구 노량진동 296-7,동작구,11200520,노량진2동,1986-01-20,255.82,6.0,1159010100002960007,126.936101619684,37.5089302103939
서울특별시 동작구 상도동 264-44,동작구,11200560,상도4동,2004-12-13,291.0,6.0,1159010200002640044,126.936202138352,37.497534978049
서울특별시 서대문구 천연동 80-25,서대문구,11130520,천연동,1997-11-07,273.86,8.0,1141010600000800025,126.96072838703,37.5690424475055
서울특별시 서대문구 천연동 89-15,서대문구,11130520,천연동,1988-08-31,0.0,6.0,1141010600000890015,126.959762967178,37.5690218500148
서울특별시 서대문구 천연동 89-16,서대문구,11130520,천연동,1991-02-13,208.0,3.0,1141010600000890016,126.959655327441,37.5690076676498
서울특별시 마포구 성산동 261-30,마포구,11140720,성산1동,1990-11-23,0.0,8.0,1144012500002610030,126.906886090282,37.5609740244396
서울특별시 마포구 성산동 619-2,마포구,11140720,성산1동,2002-06-25,257.85,10.0,1144012500006190002,126.916908679726,37.5630016274418
