대지위치,법정동코드명,대지면적,주용도코드명,기타용도내용,세대수,사용승인일자
서울특별시 동작구 흑석동 339,흑석동,,공동주택,경비실,,2012-12-24
서울특별시 동작구 상도동 418,상도동,0.0,공동주택,경비실,0.0,2003-11-20
서울특별시 구로구 온수동 155,온수동,,공동주택,경비실,,2010-02-17
서울특별시 노원구 월계동 942,월계동,0.0,공동주택,경비실,0.0,2005-06-28
서울특별시 마포구 상수동 396,상수동,0.0,제2종근린생활시설,경비실,0.0,2004-12-29
서울특별시 구로구 오류동 341,오류동,0.0,공동주택,경비실,0.0,2002-07-05
서울특별시 송파구 가락동 913,가락동,,공동주택,경비실,,2018-12-28
서울특별시 송파구 송파동 186-3,송파동,1519.5,공동주택,경비실,,2021-10-13
서울특별시 구로구 고척동 338,고척동,,공동주택,경비실,,2008-05-01
서울특별시 구로구 오류동 350,오류동,,공동주택,"경비실,MDF실",,2008-05-20
서울특별시 양천구 목동 901,목동,0.0,공동주택,"아파트, 경비실, 관리동, 상가A,B",20.0,1985-11-19
서울특별시 양천구 신월동 1026,신월동,0.0,공동주택,경비실,0.0,2006-09-15
서울특별시 강남구 대치동 670,대치동,0.0,공동주택,경비실,0.0,2005-01-28
서울특별시 강서구 등촌동 629-8,등촌동,4958.6,자동차관련시설,경비실,,2014-08-13
서울특별시 강서구 염창동 296,염창동,3125.6,공동주택,경비실,0.0,2003-03-28
서울특별시 강서구 염창동 272-11,염창동,18107.0,공동주택,경비실,0.0,2005-03-28
서울특별시 강서구 내발산동 657,내발산동,95662.2,공동주택,경비실,0.0,2005-05-04
서울특별시 관악구 봉천동 1730-1,봉천동,,공동주택,경비실,,2019-06-25
서울특별시 금천구 시흥동 1013-4,시흥동,0.0,공동주택,경비실,0.0,2004-08-06
서울특별시 은평구 녹번동 279-1,녹번동,0.0,공동주택,"제1종근린생활시설,아파트,변전소,기계실,전기실,주차장, 대피소,노인정,관리실,경비실",51.0,2001-11-14
서울특별시 중랑구 신내동 838,신내동,3198.0,공동주택,경비실,0.0,2023-02-15
서울특별시 노원구 월계동 942,월계동,0.0,공동주택,경비실,0.0,2005-06-28
서울특별시 서초구 반포동 18-1,반포동,,공동주택,(경비실),,2009-07-14
서울특별시 노원구 월계동 775,월계동,0.0,공동주택,경비실,0.0,1998-07-29
서울특별시 마포구 상수동 396,상수동,0.0,제2종근린생활시설,경비실,0.0,2004-12-29
서울특별시 강동구 상일동 28,상일동,,공동주택,경비실,,2021-02-10
서울특별시 관악구 봉천동 1717,봉천동,0.0,공동주택,경비실,0.0,2004-08-26
서울특별시 도봉구 창동 822,창동,0.0,공동주택,경비실,0.0,2003-10-08
서울특별시 서초구 방배동 881-26,방배동,0.0,공동주택,경비실,0.0,2004-01-30
서울특별시 구로구 고척동 338,고척동,,공동주택,경비실,,2008-05-01
서울특별시 동작구 사당동 1159,사당동,,공동주택,"경비실,관리사무소,경로당,보육시설,독서실,주민회의실,사우나,휘트니스센터,골프연습장,기계실,전기실,창고",,2018-12-27
서울특별시 성동구 행당동 347,행당동,,공동주택,경비실,,2000-12-30
서울특별시 성동구 금호동1가 1823,금호동1가,,공동주택,경비실,,2019-05-09
서울특별시 은평구 응암동 764,응암동,,공동주택,경비실,,2018-02-19
서울특별시 동대문구 휘경동 377,휘경동,,공동주택,경비실,,2021-08-27
서울특별시 은평구 불광동 641,불광동,,공동주택,경비실,,2010-08-25
서울특별시 강남구 역삼동 902,역삼동,,공동주택,경비실,0.0,2022-04-28
서울특별시 은평구 역촌동 232,역촌동,,공동주택,경비실,,2011-01-04
서울특별시 동작구 사당동 1133,사당동,0.0,공동주택,경비실,0.0,2003-02-15
서울특별시 은평구 진관동 123,진관동,,공동주택,경비실,,2008-12-12
서울특별시 서초구 양재동 57-2,양재동,0.0,단독주택,경비실,0.0,1989-02-28
서울특별시 송파구 장지동 905,장지동,,공동주택,경비실,,2017-09-28
서울특별시 강동구 고덕동 고덕강일 공공주택지구,고덕동,,공동주택,경비실,0.0,2024-01-30
서울특별시 강남구 개포동 1282,개포동,,공동주택,경비실,,2020-09-28
서울특별시 관악구 봉천동 1712,봉천동,0.0,공동주택,경비실,0.0,2003-09-06
서울특별시 강남구 삼성동 103-22,삼성동,0.0,공동주택,경비실,0.0,2006-04-27
서울특별시 강남구 역삼동 713-11,역삼동,0.0,공동주택,경비실,0.0,2006-09-28
서울특별시 영등포구 문래동3가 94,문래동3가,0.0,공동주택,경비실,0.0,2003-06-26
서울특별시 서초구 신원동 568,신원동,,공동주택,경비실,,2014-06-24
서울특별시 서대문구 남가좌동 388,남가좌동,,공동주택,경비실,,2018-12-31
서울특별시 성북구 길음동 1284,길음동,,공동주택,경비실,,2010-06-30
서울특별시 구로구 오류동 347,오류동,0.0,자동차관련시설,"경비실,MDF실",0.0,2006-09-18
서울특별시 송파구 거여동 606,거여동,,공동주택,"경비실,무인택배함",,2021-08-10
서울특별시 노원구 상계동 1305,상계동,0.0,공동주택,경비실,0.0,2003-08-30
서울특별시 노원구 중계동 599,중계동,0.0,공동주택,경비실,0.0,2005-05-11
서울특별시 노원구 공릉동 749,공릉동,0.0,공동주택,경비실,0.0,2002-11-29
서울특별시 강동구 고덕동 693,고덕동,,공동주택,경비실,,2019-09-27
서울특별시 노원구 상계동 1305,상계동,0.0,공동주택,경비실,0.0,2003-08-30
서울특별시 관악구 봉천동 1712,봉천동,0.0,공동주택,경비실,0.0,2003-09-06
서울특별시 관악구 봉천동 1718,봉천동,0.0,공동주택,경비실,0.0,2005-06-30
서울특별시 노원구 월계동 929,월계동,0.0,공동주택,경비실,0.0,2000-11-25
서울특별시 강동구 성내동 422,성내동,0.0,공동주택,경비실,0.0,2003-09-25
서울특별시 강동구 천호동 568,천호동,0.0,공동주택,경비실,0.0,2007-02-16
서울특별시 노원구 상계동 1285,상계동,0.0,공동주택,경비실,0.0,1999-11-25
서울특별시 노원구 상계동 1285,상계동,0.0,공동주택,경비실,0.0,1999-11-25
서울특별시 동작구 대방동 398-1,대방동,2799.0,제1종근린생활시설,경비실,0.0,1963-05-20
서울특별시 강북구 미아동 1353,미아동,0.0,공동주택,경비실,1.0,2004-05-07
서울특별시 종로구 홍파동 199,홍파동,,공동주택,"경비실,택배보관소",,2017-02-24
서울특별시 동대문구 전농동 687,전농동,0.0,공동주택,경비실,0.0,2005-10-05
서울특별시 종로구 구기동 267,구기동,5912.3,공동주택,"지하주차장,경비실,관리사무소,MDF실,방재실,재활용보관창고,전기실,발전기실,통신실",,2021-10-15
서울특별시 종로구 숭인동 766,숭인동,,공동주택,경비실,,2009-03-20
서울특별시 노원구 중계동 585,중계동,0.0,공동주택,경비실,0.0,1999-06-26
서울특별시 노원구 하계동 255-1,하계동,0.0,공동주택,경비실(1-6),0.0,1993-06-10
서울특별시 성동구 행당동 349,행당동,0.0,공동주택,경비실,0.0,2003-12-23
서울특별시 중랑구 신내동 817,신내동,,공동주택,경비실,,2013-12-11
서울특별시 성동구 성수동2가 834,성수동2가,0.0,공동주택,경비실,0.0,2003-08-30
서울특별시 성북구 하월곡동 224,하월곡동,0.0,공동주택,경비실,0.0,2004-07-07
서울특별시 마포구 염리동 533,염리동,,공동주택,경비실,,2022-06-30
서울특별시 종로구 평창동 361-6,평창동,,공동주택,"지하주차장,기계실,창고,경비실,기사대기실,쓰레기분리수거실,계단실,승강기,홀",,2010-06-25
서울특별시 동대문구 이문동 84-1,이문동,0.0,공동주택,경비실,0.0,2002-05-23
서울특별시 금천구 가산동 779,가산동,,공동주택,경비실,,2023-06-30
서울특별시 종로구 숭인동 2-1,숭인동,,공동주택,경비실,,2008-11-21
서울특별시 종로구 교북동 126,교북동,,공동주택,경비실,,2017-06-29
서울특별시 성동구 하왕십리동 1066,하왕십리동,,공동주택,경비실,,2015-04-24
서울특별시 종로구 무악동 60,무악동,,공동주택,경비실,,2008-07-25
서울특별시 강북구 번동 410,번동,,공동주택,경비실,,2009-06-29
서울특별시 노원구 상계동 1285,상계동,0.0,공동주택,경비실,0.0,1999-11-25
서울특별시 노원구 상계동 1285,상계동,0.0,공동주택,경비실,0.0,1999-11-25
서울특별시 종로구 무악동 89,무악동,,공동주택,경비실,,2019-06-21
서울특별시 강남구 역삼동 754-1,역삼동,0.0,공동주택,경비실,0.0,2006-01-02
서울특별시 서초구 서초동 1757,서초동,53923.1,공동주택,경비실-1,0.0,2021-06-29
서울특별시 강서구 방화동 875,방화동,17791.3,공동주택,경비실-2,0.0,2003-11-29
서울특별시 강북구 미아동 1354-1,미아동,0.0,공동주택,"아파트,경비실",224.0,2004-08-07
서울특별시 강북구 미아동 1356,미아동,0.0,공동주택,경비실(8),0.0,2003-06-20
서울특별시 관악구 신림동 1735-1,신림동,,공동주택,경비실,,2008-03-06
서울특별시 동대문구 휘경동 368,휘경동,,공동주택,경비실,,2013-10-25
서울특별시 강서구 마곡동 746-1,마곡동,,공동주택,경비실,,2016-09-12
서울특별시 강북구 미아동 1357,미아동,0.0,공동주택,경비실,0.0,2003-12-30
서울특별시 강서구 마곡동 736,마곡동,,공동주택,경비실,,2014-06-19
서울특별시 강서구 마곡동 743,마곡동,,공동주택,경비실,,2014-06-12
서울특별시 관악구 신림동 1730,신림동,0.0,공동주택,경비실,0.0,2005-06-22
서울특별시 중구 신당동 851-1,신당동,4118.4,공동주택,경비실,,2011-10-28
서울특별시 중구 신당동 851,신당동,,공동주택,경비실,,2011-10-28
서울특별시 강남구 일원동 711,일원동,,공동주택,통합경비실,,2011-09-02
서울특별시 은평구 진관동 29,진관동,,공동주택,경비실,,2012-02-23
서울특별시 노원구 월계동 941,월계동,0.0,공동주택,경비실,0.0,2005-05-23
서울특별시 노원구 상계동 1305,상계동,0.0,공동주택,경비실,0.0,2003-08-30
서울특별시 강남구 자곡동 687,자곡동,,공동주택,경비실,,2014-03-13
서울특별시 성동구 마장동 820,마장동,0.0,공동주택,경비실,0.0,2006-09-27
서울특별시 동작구 흑석동 336,흑석동,,공동주택,"지하주차장,관리실,경비실,문고,주민공동시설,기계,전기실",,2012-08-02
서울특별시 은평구 진관동 83,진관동,,공동주택,경비실,,2009-12-23
서울특별시 중구 신당동 852-1,신당동,,공동주택,경비실,,2011-12-13
서울특별시 도봉구 창동 27,창동,0.0,공동주택,경비실,,2017-12-01
서울특별시 서대문구 남가좌동 389,남가좌동,,공동주택,경비실,,2019-12-27
서울특별시 중랑구 묵동 174-9,묵동,0.0,공동주택,경비실,0.0,2004-12-31
서울특별시 노원구 공릉동 725,공릉동,0.0,공동주택,경비실,0.0,2001-09-17
서울특별시 동작구 흑석동 341,흑석동,,공동주택,경비실,,2019-12-24
서울특별시 노원구 공릉동 725,공릉동,0.0,공동주택,경비실,0.0,2001-09-17
서울특별시 노원구 공릉동 725,공릉동,0.0,공동주택,경비실,0.0,2001-09-17
서울특별시 노원구 공릉동 121,공릉동,0.0,공동주택,"엠디에프실,경비실",0.0,2004-02-06
서울특별시 광진구 광장동 581,광장동,,공동주택,경비실1,,2008-12-02
서울특별시 동작구 사당동 1131,사당동,,공동주택,경비실,,2011-10-28
서울특별시 마포구 상암동 1660,상암동,0.0,공동주택,경비실,0.0,2005-06-02
서울특별시 양천구 신월동 1049,신월동,0.0,공동주택,경비실,0.0,2007-07-26
서울특별시 강남구 청담동 67-1,청담동,,공동주택,"경비실1,2,3,보안실",,2017-08-29
서울특별시 은평구 갈현동 545,갈현동,0.0,공동주택,지하경비실,0.0,2003-09-23
서울특별시 노원구 월계동 940,월계동,0.0,공동주택,경비실,0.0,2005-03-31
서울특별시 노원구 월계동 940,월계동,0.0,공동주택,경비실,0.0,2005-03-31
서울특별시 양천구 신정동 1306,신정동,0.0,공동주택,경비실,0.0,2006-07-12
서울특별시 노원구 월계동 942,월계동,0.0,공동주택,경비실,0.0,2005-06-28
서울특별시 노원구 공릉동 371-11,공릉동,0.0,공동주택,경비실,0.0,2005-06-23
서울특별시 동작구 상도동 531,상도동,,공동주택,경비실,,2012-09-25
서울특별시 동작구 상도동 531,상도동,,공동주택,경비실,,2012-09-25
서울특별시 동작구 상도동 531,상도동,,공동주택,경비실,,2012-09-25
서울특별시 성동구 송정동 1-43,송정동,0.0,제1종근린생활시설,경비실,0.0,1983-07-29
서울특별시 노원구 상계동 680,상계동,,공동주택,"경비실,택배보관소",,2020-11-25
서울특별시 동작구 흑석동 335,흑석동,,공동주택,경비실,,2011-09-16
서울특별시 마포구 망원동 496,망원동,0.0,공동주택,경비실,0.0,2002-10-02
서울특별시 노원구 하계동 354,하계동,0.0,공동주택,경비실,0.0,1999-02-12
서울특별시 노원구 하계동 354,하계동,0.0,공동주택,경비실,0.0,1999-02-12
서울특별시 노원구 하계동 354,하계동,0.0,공동주택,경비실,0.0,1999-02-12
서울특별시 노원구 하계동 354,하계동,0.0,공동주택,경비실,0.0,1999-02-12
서울특별시 노원구 월계동 780,월계동,0.0,공동주택,통합경비실,0.0,1998-08-10
서울특별시 성북구 성북동 1-16,성북동,0.0,단독주택,차고및경비실,0.0,1994-02-26
서울특별시 노원구 하계동 356,하계동,0.0,공동주택,경비실,0.0,2002-03-14
서울특별시 노원구 상계동 1306,상계동,0.0,공동주택,경비실,0.0,2004-11-17
서울특별시 노원구 상계동 1290,상계동,0.0,공동주택,경비실,0.0,2000-03-28
서울특별시 노원구 상계동 1307,상계동,0.0,공동주택,경비실,0.0,2004-11-24
서울특별시 마포구 망원동 497,망원동,0.0,제2종근린생활시설,경비실2,0.0,2002-12-18
서울특별시 구로구 천왕동 277-1,천왕동,,교육연구시설,경비실,,2013-12-02
서울특별시 서초구 서초동 1685-3,서초동,0.0,공동주택,"공동주택,경비실",0.0,2004-06-25
서울특별시 강남구 삼성동 101,삼성동,0.0,공동주택,경비실,0.0,2005-11-08
서울특별시 강남구 수서동 795,수서동,,공동주택,경비실,,2014-08-05
서울특별시 송파구 장지동 844,장지동,0.0,공동주택,경비실,0.0,2007-12-24
서울특별시 관악구 신림동 1729,신림동,0.0,공동주택,경비실,0.0,2004-11-03
서울특별시 강서구 마곡동 717,마곡동,8054.9,공동주택,"경비실,MDF실",0.0,2005-11-21
서울특별시 마포구 상암동 1660,상암동,0.0,공동주택,경비실,0.0,2005-06-02
서울특별시 송파구 마천동 607,마천동,,공동주택,"경비실,MDF실",,2011-01-27
서울특별시 성북구 길음동 1279,길음동,0.0,공동주택,경비실,0.0,2003-01-29
서울특별시 성북구 길음동 1280-1,길음동,0.0,공동주택,경비실,0.0,2005-04-20
서울특별시 성북구 종암동 80,종암동,0.0,공동주택,경비실,0.0,2004-09-24
서울특별시 성북구 하월곡동 228,하월곡동,,공동주택,경비실,,2010-04-29
서울특별시 강서구 화곡동 1159,화곡동,106164.2,공동주택,경비실,,2008-01-08
서울특별시 은평구 수색동 415-1,수색동,0.0,공동주택,경비실,0.0,2003-07-10
서울특별시 강서구 가양동 1478,가양동,42110.4,공동주택,통합경비실,,2011-10-17
서울특별시 강동구 강일동 695,강일동,,공동주택,경비실,,2009-04-06
서울특별시 마포구 연남동 573,연남동,0.0,제2종근린생활시설,경비실,1.0,2003-06-28
서울특별시 마포구 연남동 573,연남동,0.0,공동주택,경비실,0.0,2003-06-28
서울특별시 마포구 상암동 1736,상암동,,공동주택,경비실,,2010-07-20
서울특별시 은평구 수색동 413,수색동,0.0,공동주택,경비실,0.0,2000-03-16
서울특별시 중구 만리동2가 288,만리동2가,,공동주택,경비실,,2018-09-05
서울특별시 송파구 잠실동 19,잠실동,,공동주택,경비실,,2008-09-30
서울특별시 송파구 장지동 854,장지동,0.0,공동주택,경비실,0.0,2007-07-31
서울특별시 마포구 상암동 1637,상암동,0.0,공동주택,경비실,0.0,
서울특별시 성북구 장위동 320,장위동,,공동주택,경비실,,2020-11-03
서울특별시 은평구 구산동 547,구산동,0.0,공동주택,경비실,0.0,2004-10-11
서울특별시 마포구 아현동 732,아현동,0.0,공동주택,경비실,0.0,2003-08-19
서울특별시 서대문구 천연동 145,천연동,0.0,공동주택,경비실,0.0,2006-03-13
서울특별시 강남구 대치동 1025,대치동,0.0,공동주택,경비실,0.0,2008-02-22
서울특별시 서대문구 남가좌동 385,남가좌동,,공동주택,경비실7(택지1),,2015-10-26
서울특별시 마포구 공덕동 457,공덕동,0.0,제2종근린생활시설,경비실,0.0,2004-08-30
서울특별시 마포구 공덕동 457,공덕동,0.0,제2종근린생활시설,경비실,0.0,2004-08-30
서울특별시 강서구 방화동 839,방화동,56485.9,공동주택,통합경비실,,2011-10-17
서울특별시 강서구 방화동 851,방화동,22991.5,공동주택,통합경비실,,
서울특별시 은평구 수색동 415-4,수색동,0.0,공동주택,경비실,,2003-07-10
서울특별시 동작구 사당동 1160,사당동,,공동주택,경비실,,2021-07-02
서울특별시 양천구 신월동 1078,신월동,,공동주택,"경비실,택배보관소",,2020-05-28
서울특별시 서대문구 남가좌동 389,남가좌동,,공동주택,경비실,,2019-12-27
서울특별시 은평구 녹번동 100-55,녹번동,0.0,공동주택,경비실,0.0,1989-04-27
서울특별시 강서구 마곡동 743-4,마곡동,,공동주택,경비실,,2014-06-12
서울특별시 은평구 녹번동 280-1,녹번동,0.0,공동주택,경비실,0.0,2002-09-30
서울특별시 노원구 상계동 1355,상계동,,공동주택,경비실,,2021-02-22
서울특별시 영등포구 신길동 4938,신길동,,공동주택,경비실,,2011-06-30
서울특별시 은평구 증산동 252,증산동,0.0,공동주택,공경비실,0.0,2003-07-14
서울특별시 성북구 보문동3가 2,보문동3가,0.0,공동주택,경비실,0.0,2003-08-30
서울특별시 은평구 진관동 14,진관동,,공동주택,경비실,,2008-05-14
서울특별시 구로구 신도림동 271-25,신도림동,,업무시설,경비실,,2010-03-15
서울특별시 은평구 진관동 22,진관동,,공동주택,경비실,,2010-07-09
서울특별시 구로구 항동 237,항동,,공동주택,"경비실,택배보관소",,2019-07-15
서울특별시 송파구 방이동 88-20,방이동,14894.2,문화및집회시설,경비실,,2012-01-16
서울특별시 성동구 하왕십리동 1052,하왕십리동,0.0,공동주택,경비실,0.0,2001-10-05
서울특별시 은평구 녹번동 280-1,녹번동,0.0,공동주택,경비실,0.0,2002-09-30
서울특별시 마포구 중동 393,중동,0.0,제1종근린생활시설,경비실,0.0,2002-11-01
서울특별시 강남구 역삼동 709-5,역삼동,,공동주택,"경비실,관리사무소,주민공동시설,주민운동시설,기계실,열교환실,전기실,지하주차장",,2014-01-24
서울특별시 강북구 미아동 147,미아동,,교육연구시설,교육연구시설(경비실 및 안내실),,2011-01-31
서울특별시 서초구 우면동 717,우면동,,공동주택,경비실,,2013-01-18
서울특별시 마포구 공덕동 43,공덕동,0.0,공동주택,경비실,0.0,2004-06-29
서울특별시 강서구 내발산동 657,내발산동,95662.2,공동주택,경비실,0.0,2005-05-04
서울특별시 중구 만리동2가 288,만리동2가,,공동주택,"경비실,택배보관실",,2018-09-05
서울특별시 마포구 공덕동 460,공덕동,0.0,제2종근린생활시설,경비실,0.0,2004-08-30
서울특별시 서초구 서초동 1529,서초동,0.0,공동주택,경비실,0.0,2005-02-28
서울특별시 노원구 공릉동 754,공릉동,0.0,공동주택,경비실,0.0,2004-04-29
서울특별시 종로구 부암동 129-44,부암동,0.0,공동주택,연립주택(경비실),0.0,
서울특별시 동작구 상도동 533,상도동,,공동주택,경비실1,,2013-08-14
서울특별시 서초구 내곡동 411,내곡동,,공동주택,경비실,,2014-08-11
서울특별시 구로구 고척동 339,고척동,,공동주택,경비실,,2009-05-26
서울특별시 강서구 등촌동 715,등촌동,86045.8,공동주택,경비실,0.0,2005-05-31
서울특별시 동작구 상도동 530,상도동,,공동주택,경비실,,2010-12-30
서울특별시 송파구 장지동 879,장지동,,공동주택,경비실,,2013-11-01
서울특별시 마포구 염리동 522,염리동,0.0,공동주택,경비실,0.0,2005-05-30
서울특별시 마포구 상암동 1674,상암동,0.0,공동주택,경비실,0.0,2008-02-01
서울특별시 마포구 신공덕동 161,신공덕동,0.0,공동주택,경비실,0.0,2003-05-20
서울특별시 마포구 성산동 601,성산동,0.0,공동주택,경비실,0.0,2004-08-24
서울특별시 마포구 성산동 601,성산동,0.0,공동주택,경비실,0.0,2004-08-24
서울특별시 강남구 율현동 365,율현동,,공동주택,경비실,,2015-09-23
서울특별시 강남구 자곡동 686,자곡동,,공동주택,경비실,,2014-03-14
서울특별시 강남구 자곡동 686,자곡동,,공동주택,경비실,,2014-03-14
서울특별시 성동구 금호동4가 235,금호동4가,,공동주택,경비실,,2012-08-16
서울특별시 동작구 흑석동 339,흑석동,,공동주택,경비실,,2012-12-24
서울특별시 양천구 목동 758-2,목동,0.0,공동주택,경비실,0.0,2004-08-24
서울특별시 마포구 상암동 1634,상암동,0.0,제2종근린생활시설,경비실,0.0,
서울특별시 은평구 수색동 419,수색동,,공동주택,경비실,0.0,2025-08-22
서울특별시 마포구 상암동 1584,상암동,0.0,공동주택,공동주택(경비실),0.0,2006-09-14
서울특별시 마포구 상암동 1660,상암동,0.0,공동주택,경비실,0.0,2005-06-02
서울특별시 마포구 상암동 1655,상암동,0.0,공동주택,경비실,0.0,2006-10-11
서울특별시 성동구 금호동4가 1250,금호동4가,0.0,공동주택,경비실,0.0,2003-01-09
서울특별시 은평구 수색동 419,수색동,,공동주택,경비실,0.0,2025-08-22
서울특별시 은평구 수색동 419,수색동,,공동주택,경비실,0.0,2025-08-22
서울특별시 은평구 수색동 419,수색동,,공동주택,경비실,0.0,2025-08-22
서울특별시 은평구 수색동 419,수색동,,공동주택,경비실,0.0,2025-08-22
서울특별시 은평구 수색동 419,수색동,,공동주택,경비실,0.0,2025-08-22
서울특별시 마포구 성산동 604,성산동,0.0,공동주택,경비실,0.0,2005-07-26
서울특별시 강남구 도곡동 969,도곡동,0.0,공동주택,경비실,0.0,2006-02-13
서울특별시 강남구 역삼동 754,역삼동,0.0,공동주택,경비실,0.0,2006-08-31
서울특별시 성동구 성수동2가 840,성수동2가,,공동주택,경비실,,2009-02-06
서울특별시 마포구 상암동 1689,상암동,0.0,공동주택,경비실,0.0,2005-07-15
서울특별시 관악구 봉천동 1737,봉천동,,공동주택,"관리사무소,경비실",,2022-05-16
서울특별시 성북구 정릉동 1030,정릉동,0.0,공동주택,경비실,0.0,2007-05-18
서울특별시 노원구 월계동 943,월계동,0.0,공동주택,경비실,0.0,2005-10-27
서울특별시 서초구 반포동 48-2,반포동,0.0,공동주택,경비실,0.0,2004-10-05
서울특별시 노원구 상계동 1301,상계동,0.0,공동주택,경비실,0.0,2002-07-19
서울특별시 성동구 행당동 347,행당동,,공동주택,경비실,,2000-12-30
서울특별시 강북구 미아동 1355,미아동,0.0,공동주택,"노인정,관리사무실,경비실",0.0,2002-11-29
서울특별시 동작구 사당동 1157,사당동,,공동주택,부경비실,,2013-09-24
서울특별시 강동구 상일동 515,상일동,,공동주택,경비실,,2018-03-08
서울특별시 성북구 장위동 323,장위동,62989.2,공동주택,"재활용품보관창고,휴게실,통신전자기기실,MDF실,경비실,외부계단,외부승강기",0.0,2022-07-14
서울특별시 노원구 공릉동 106,공릉동,0.0,공동주택,경비실,0.0,2000-12-15
서울특별시 노원구 공릉동 404-3,공릉동,0.0,공동주택,경비실,0.0,1998-12-01
서울특별시 성동구 행당동 349,행당동,0.0,공동주택,경비실,0.0,2003-12-23
서울특별시 강남구 율현동 513,율현동,,공동주택,경비실,,2015-09-23
서울특별시 강남구 개포동 1280,개포동,,공동주택,경비실-1,,2019-02-26
서울특별시 강남구 삼성동 11,삼성동,0.0,공동주택,경비실,0.0,2007-03-26
서울특별시 송파구 신천동 17,신천동,,공동주택,경비실,,2008-11-12
서울특별시 중구 중림동 1153,중림동,,공동주택,"경비실,방재실",,2011-12-30
서울특별시 송파구 장지동 884,장지동,,공동주택,경비실,,2016-05-26
서울특별시 노원구 상계동 1273,상계동,0.0,공동주택,경비실,0.0,1996-02-24
서울특별시 노원구 중계동 597,중계동,0.0,공동주택,경비실,0.0,2002-12-05
서울특별시 강서구 내발산동 753,내발산동,36273.3,공동주택,경비실,0.0,2008-02-20
서울특별시 강서구 마곡동 1252,마곡동,4972.7,공동주택,경비실,0.0,2005-06-29
서울특별시 노원구 하계동 354,하계동,0.0,공동주택,경비실,0.0,1999-02-12
서울특별시 성동구 금호동2가 1,금호동2가,,공동주택,경비실,,2016-04-20
서울특별시 광진구 광장동 148-4,광장동,7167.0,공동주택,경비실,,2013-08-21
서울특별시 송파구 오금동 616,오금동,,공동주택,경비실,,2017-11-02
서울특별시 양천구 신월동 1026,신월동,0.0,공동주택,경비실,0.0,2006-09-15
서울특별시 동작구 신대방동 441-4,신대방동,0.0,분뇨.쓰레기처리시설,경비실,0.0,1991-02-12
서울특별시 서대문구 현저동 200,현저동,,공동주택,경비실,,
서울특별시 은평구 불광동 638,불광동,,공동주택,경비실,,2010-08-30
서울특별시 양천구 신월동 1027,신월동,0.0,공동주택,경비실,0.0,2006-09-15
서울특별시 양천구 신정동 312,신정동,0.0,공동주택,"아파트, 경비실, 관리동",90.0,1987-07-30
서울특별시 양천구 목동 950,목동,0.0,공동주택,경비실,0.0,2006-07-05
서울특별시 영등포구 신길동 4780,신길동,0.0,공동주택,경비실,0.0,2005-08-12
서울특별시 중랑구 중화동 454,중화동,,공동주택,경비실,,2013-03-07
서울특별시 중랑구 신내동 831,신내동,,공동주택,"경비실,택배보관소",,2018-09-14
서울특별시 중랑구 면목동 1544,면목동,,공동주택,경비실,,2020-06-30
서울특별시 종로구 부암동 129-43,부암동,0.0,공동주택,연립주택(경비실),0.0,1992-09-29
서울특별시 은평구 구산동 159-10,구산동,0.0,공동주택,경비실,0.0,2006-03-30
서울특별시 성북구 돈암동 636,돈암동,0.0,공동주택,경비실,0.0,2004-12-18
서울특별시 동작구 동작동 331,동작동,0.0,공동주택,경비실,0.0,2003-10-30
서울특별시 양천구 목동 941,목동,0.0,공동주택,경비실,0.0,2003-06-28
서울특별시 종로구 행촌동 211,행촌동,,공동주택,경비실,,2017-06-29
서울특별시 강동구 성내동 137,성내동,0.0,공동주택,"아파트(경비실,MDF실)",0.0,2004-11-24
서울특별시 동작구 신대방동 712,신대방동,0.0,공동주택,경비실,0.0,2003-02-28
서울특별시 양천구 신월동 1023,신월동,0.0,공동주택,경비실,0.0,2003-12-16
서울특별시 양천구 신월동 1023,신월동,0.0,공동주택,경비실,0.0,2003-12-16
서울특별시 강서구 등촌동 676,등촌동,9085.4,공동주택,경비실,0.0,1995-09-15
서울특별시 강동구 성내동 605,성내동,,공동주택,경비실,,2010-02-05
서울특별시 은평구 구산동 224,구산동,0.0,공동주택,경비실,0.0,2004-08-13
서울특별시 은평구 구산동 222,구산동,0.0,공동주택,경비실(MDF실),0.0,2003-05-29
서울특별시 서초구 방배동 1008-2,방배동,0.0,공동주택,경비실,0.0,2004-12-27
서울특별시 양천구 신월동 1029,신월동,0.0,공동주택,경비실,0.0,2004-06-25
서울특별시 양천구 신정동 1307,신정동,0.0,공동주택,경비실,0.0,2004-06-30
서울특별시 양천구 신정동 1307,신정동,0.0,공동주택,경비실,0.0,2004-06-30
서울특별시 서대문구 홍제동 463,홍제동,0.0,공동주택,경비실,0.0,2002-11-22
서울특별시 성북구 돈암동 636,돈암동,0.0,공동주택,경비실,0.0,2004-12-18
서울특별시 강서구 내발산동 753,내발산동,36273.3,공동주택,경비실,0.0,2008-02-20
서울특별시 강서구 마곡동 735,마곡동,,공동주택,경비실,,2014-06-19
서울특별시 양천구 신월동 416-1,신월동,0.0,공동주택,경비실,0.0,2003-08-28
서울특별시 양천구 신월동 1017,신월동,0.0,공동주택,경비실,0.0,2003-09-24
서울특별시 양천구 신월동 1022,신월동,0.0,공동주택,경비실,0.0,2003-12-16
서울특별시 양천구 신월동 1022,신월동,0.0,공동주택,경비실,0.0,2003-12-16
