"접수연도","자치구코드","자치구명","법정동코드","법정동명","지번구분","지번구분명","본번","부번","건물명","계약일","물건금액(만원)","건물면적(㎡)","토지면적(㎡)","층","권리구분","취소일","건축년도","건물용도","신고구분","신고한 개업공인중개사 시군구명"
"2026","11500","강서구","10200","등촌동","1","대지","0656","0000","경동미르웰한올림","20260414","13000","16.19","25.010000","4","","","2016","오피스텔","중개거래","서울 강서구"
"2026","11305","강북구","10300","수유동","1","대지","0735","0001","한솔그린빌(791-1238)","20260414","20000","65.13","39.000000","3","","","2007","연립다세대","직거래",""
"2026","11545","금천구","10100","가산동","1","대지","0233","0005","가산센트럴 푸르지오시티","20260414","11000","17.62","25.321000","3","","","2020","오피스텔","중개거래","서울 금천구"
"2026","11710","송파구","10100","잠실동","1","대지","0040","0000","갤러리아팰리스","20260414","69000","50.756","50.756000","5","","","2005","오피스텔","중개거래","서울 송파구"
"2026","11470","양천구","10100","신정동","1","대지","0978","0007","금정빌(978-7)","20260414","38000","21.17","10.000000","3","","","2011","연립다세대","직거래",""
"2026","11680","강남구","11200","자곡동","1","대지","0651","0000","강남유탑유블레스","20260414","14000","25.697","32.572300","6","","","2014","오피스텔","중개거래","서울 강남구"
"2026","11650","서초구","10800","서초동","1","대지","1338","0001","풍림아이원플러스","20260414","28000","27.643","0.000000","13","","","2004","아파트","중개거래","서울 강남구"
"2026","11680","강남구","10600","대치동","1","대지","0897","0005","아이빌","20260414","46000","84.82","34.000000","5","","","2003","연립다세대","직거래",""
"2026","11680","강남구","11400","일원동","1","대지","0718","0000","샘터마을","20260414","320000","134.438","0.000000","9","","","1994","아파트","직거래",""
"2026","11215","광진구","10300","구의동","1","대지","0023","0017","삼성스위트빌","20260414","33500","73.26","33.000000","1","","","2002","연립다세대","중개거래","서울 광진구"
"2026","11470","양천구","10200","목동","1","대지","0904","0000","목동신시가지4","20260414","187000","47.25","0.000000","9","","","1986","아파트","중개거래","서울 양천구"
"2026","11710","송파구","11200","오금동","1","대지","0147","0011","삼익빌라(가동)","20260414","40000","50.4","36.000000","-1","","","1989","연립다세대","중개거래","서울 송파구"
"2026","11230","동대문구","10900","휘경동","1","대지","0246","0000","맥스타워","20260414","18000","16.76","25.950000","6","","","2021","오피스텔","중개거래","서울 동대문구"
"2026","11710","송파구","10800","문정동","1","대지","0652","0005","문정 아이파크","20260414","17800","21.57","31.750000","9","","","2017","오피스텔","중개거래","서울 송파구"
"2026","11620","관악구","10200","신림동","1","대지","1433","0136","리버파크","20260414","42500","62.6","72.910000","3","","","2015","오피스텔","중개거래","서울 관악구"
"2026","11380","은평구","10300","불광동","1","대지","0248","0000","라이프미성","20260414","78000","66.7","0.000000","2","","","1988","아파트","중개거래","서울 서초구, 서울 은평구"
"2026","11260","중랑구","10100","면목동","1","대지","1544","0000","라온프라이빗","20260414","119000","84.967","0.000000","7","","","2020","아파트","중개거래","서울 중랑구"
"2026","11500","강서구","10800","공항동","1","대지","0026","0002","라움하우스","20260413","14000","38.44","27.000000","2","","","2012","연립다세대","직거래",""
"2026","11470","양천구","10200","목동","1","대지","0531","0016","대명피렌체","20260413","32000","37.1","22.000000","2","","","2011","연립다세대","중개거래","서울 양천구"
"2026","11680","강남구","10800","논현동","1","대지","0118","0008","더원 센트럴","20260413","37500","39.15","49.610000","2","","","2018","오피스텔","중개거래","서울 강남구"
"2026","11560","영등포구","11500","당산동5가","1","대지","0009","0003","당산역해링턴타워","20260413","19000","23.59","32.770000","15","","","2015","오피스텔","중개거래","서울 영등포구"
"2026","11380","은평구","10700","응암동","1","대지","0669","0001","대주피오레","20260413","69000","84.92","0.000000","11","","","2003","아파트","중개거래","서울 서대문구"
"2026","11350","노원구","10200","월계동","1","대지","0085","0007","서울원 아이파크","20260413","189959","120.646","0.000000","15","분양권","","0","아파트","직거래",""
"2026","11620","관악구","10200","신림동","1","대지","1730","0000","신림푸르지오","20260413","102500","84.79","0.000000","11","","","2005","아파트","중개거래","서울 금천구"
"2026","11710","송파구","10800","문정동","1","대지","0652","0000","송파법조타운푸르지오시티","20260413","16400","17.47","25.540000","8","","","2018","오피스텔","중개거래","서울 송파구"
"2026","11470","양천구","10100","신정동","1","대지","1259","0000","신트리1","20260413","85000","49.8","0.000000","12","","","1999","아파트","중개거래","서울 양천구"
"2026","11470","양천구","10200","목동","1","대지","0732","0023","성림","20260413","21000","23.53","19.000000","4","","","2006","연립다세대","중개거래","서울 강남구"
"2026","11260","중랑구","10400","묵동","1","대지","0020","0000","신내대림아파트","20260413","80000","102.7","0.000000","3","","","1995","아파트","중개거래","서울 중랑구"
"2026","11380","은평구","11400","진관동","1","대지","0073","0000","웅신 미켈란의 아침","20260413","11500","19.06","32.518700","15","","","2017","오피스텔","중개거래","서울 은평구"
"2026","11230","동대문구","10400","전농동","1","대지","0006","0000","전농우성","20260413","78000","59.78","0.000000","9","","","1992","아파트","중개거래","서울 동대문구"
"2026","11740","강동구","10100","명일동","1","대지","0356","0000","우성101동","20260413","85000","84.59","0.000000","3","","","2004","아파트","직거래",""
"2026","11380","은평구","11400","진관동","1","대지","0065","0000","은평뉴타운엘크루","20260413","58000","59.98","0.000000","5","","","2017","아파트","직거래",""
"2026","11215","광진구","10500","자양동","1","대지","0645","0005","자양동현대","20260413","149000","84.55","0.000000","15","","","1993","아파트","중개거래","서울 광진구, 서울 서대문구"
"2026","11470","양천구","10300","신월동","1","대지","0547","0007","영남타운","20260413","20500","42.39","0.000000","7","","","1996","아파트","중개거래","서울 양천구"
"2026","11470","양천구","10300","신월동","1","대지","0494","0004","예건미예뜰1동","20260413","45000","71.72","0.000000","2","","","2004","아파트","중개거래","서울 양천구"
"2026","11470","양천구","10100","신정동","1","대지","0919","0019","우진하이빌","20260413","29300","41.18","24.000000","4","","","2008","연립다세대","중개거래","서울 양천구"
"2026","11410","서대문구","11900","북가좌동","1","대지","0384","0001","우공팰리스","20260413","105000","84.42","0.000000","2","","","2007","아파트","중개거래","서울 서대문구"
"2026","11350","노원구","10600","중계동","1","대지","0161","0001","중앙하이츠","20260413","69000","84.21","0.000000","8","","","1998","아파트","중개거래","서울 노원구"
"2026","11710","송파구","11200","오금동","1","대지","0035","0000","현대타운(가동)","20260413","66500","73.11","36.000000","1","","","1991","연립다세대","중개거래","서울 송파구"
"2026","11560","영등포구","12800","양평동4가","1","대지","0051","0001","경남아너스빌","20260413","89000","70.94","0.000000","5","","","2000","아파트","직거래",""
"2026","11500","강서구","10300","화곡동","1","대지","0899","0027","GMValley","20260413","20300","24.6","0.000000","15","","","2018","아파트","중개거래","서울 강서구"
"2026","11680","강남구","10800","논현동","1","대지","0188","0006","(188-6)","20260413","19200","14.95","9.000000","3","","","2013","연립다세대","중개거래","서울 서초구"
"2026","11620","관악구","10200","신림동","1","대지","0414","0050","(414-50)","20260413","33500","36.78","23.000000","1","","","1992","연립다세대","중개거래","서울 관악구"
"2026","11710","송파구","10800","문정동","1","대지","0618","0000","파크하비오","20260413","19500","25.33","32.010000","17","","","null","오피스텔","중개거래","서울 송파구"
"2026","11110","종로구","17700","평동","1","대지","0233","0000","경희궁자이(3단지)","20260413","250000","84.614","0.000000","15","","","2017","아파트","중개거래","서울 종로구"
"2026","11410","서대문구","11900","북가좌동","1","대지","0297","0007","카리스글로리아(297-7)","20260413","30000","43.99","25.000000","4","","","2013","연립다세대","직거래",""
"2026","11410","서대문구","12000","남가좌동","1","대지","0388","0000","DMC센트럴아이파크","20260413","144500","84.94","0.000000","13","","","2018","아파트","중개거래","서울 서대문구, 서울 은평구"
"2026","11500","강서구","10500","마곡동","1","대지","1565","0000","길훈","20260413","68200","65.88","0.000000","7","","","1989","아파트","중개거래","서울 강서구"
"2026","11200","성동구","11300","옥수동","1","대지","0436","0000","극동그린","20260413","158500","84.92","0.000000","2","","","1997","아파트","중개거래","서울 성동구"
"2026","11170","용산구","13200","동빙고동","1","대지","0001","0047","한남더파크","20260413","124000","56.29","38.000000","3","","","2023","연립다세대","직거래",""
"2026","11380","은평구","10400","갈현동","1","대지","0481","0010","거성리젠시(481-10)","20260413","30600","41.81","23.000000","3","","","2012","연립다세대","중개거래","서울 은평구"
"2026","11380","은평구","10500","구산동","1","대지","0224","0000","경남아너스빌","20260413","64400","84.99","0.000000","13","","","2004","아파트","중개거래","서울 마포구, 서울 은평구"
"2026","11215","광진구","10100","중곡동","1","대지","0191","0033","(191-33)","20260413","13000","25.05","16.000000","5","","","2009","연립다세대","직거래",""
"2026","11620","관악구","10200","신림동","1","대지","1735","0000","관악산휴먼시아2단지","20260413","69000","84.97","0.000000","6","","","2008","아파트","중개거래","서울 관악구"
"2026","11260","중랑구","10500","망우동","1","대지","0402","0003","MH파크빌","20260413","23900","26.12","18.000000","6","","","2015","연립다세대","중개거래","서울 중랑구"
"2026","11215","광진구","10700","화양동","1","대지","0111","0012","빌리브 인테라스","20260413","43000","27.821","48.708400","19","","","2021","오피스텔","중개거래","서울 광진구"
"2026","11470","양천구","10200","목동","1","대지","0324","0146","삼오리치빌","20260413","38000","42.24","26.000000","5","","","2015","연립다세대","중개거래","서울 양천구"
"2026","11440","마포구","12500","성산동","1","대지","0593","0007","마포상암시티프라디움리버","20260413","14000","17.02","25.860000","3","","","2021","오피스텔","중개거래","서울 마포구"
"2026","11470","양천구","10200","목동","1","대지","0614","0008","목동벨로스주상복합","20260413","51000","66.88","0.000000","3","","","2019","아파트","중개거래","서울 양천구"
"2026","11650","서초구","10100","방배동","1","대지","1010","0001","방배임광3차","20260413","87000","65.85","0.000000","2","","","1988","아파트","직거래",""
"2026","11650","서초구","10700","반포동","1","대지","0069","0001","효성빌라(69-1)","20260413","230600","227.41","187.000000","2","","","1991","연립다세대","직거래",""
"2026","11545","금천구","10200","독산동","","","","","","20260413","31000","131.6","120.000000","","","","1983","단독다가구","직거래",""
"2026","11470","양천구","10200","목동","1","대지","0318","0083","목동베스트빌에이동","20260413","20000","61.16","28.000000","-1","","","2003","연립다세대","직거래",""
"2026","11410","서대문구","11800","홍은동","1","대지","0460","0000","홍은동풍림아이원","20260413","70000","84.918","0.000000","9","","","2002","아파트","중개거래","서울 서대문구"
"2026","11260","중랑구","10100","면목동","1","대지","0193","0001","면목한신","20260412","41000","45.44","0.000000","7","","","1987","아파트","중개거래","서울 중랑구"
"2026","11350","노원구","10500","상계동","1","대지","0172","0000","상계대림","20260412","48500","59.67","0.000000","13","","","1989","아파트","중개거래","서울 노원구"
"2026","11470","양천구","10200","목동","1","대지","0545","0021","백상아트빌라","20260412","21400","58.68","34.000000","2","","","1992","연립다세대","직거래",""
"2026","11650","서초구","10800","서초동","1","대지","1316","0017","벨라채 오피스텔","20260412","25000","34.22","48.620000","12","","","2003","오피스텔","중개거래","서울 서초구"
"2026","11320","도봉구","10500","쌍문동","1","대지","0715","0008","우방이지빌","20260412","15000","29.68","21.000000","5","","","2014","연립다세대","중개거래","서울 도봉구"
"2026","11305","강북구","10100","미아동","1","대지","0258","0601","대성그린빌라","20260412","43000","57.96","65.000000","2","","","1987","연립다세대","중개거래","서울 강북구"
"2026","11170","용산구","12500","한강로2가","1","대지","0422","0000","래미안용산더센트럴","20260412","515000","161.48","0.000000","39","","","2017","아파트","중개거래","서울 용산구"
"2026","11350","노원구","10500","상계동","1","대지","0670","0000","상계주공9(고층)","20260412","43000","41.3","0.000000","3","","","1988","아파트","중개거래","서울 노원구"
"2026","11470","양천구","10300","신월동","1","대지","1085","0000","신목동파라곤","20260412","112500","84.958","0.000000","13","","","2024","아파트","중개거래","서울 양천구"
"2026","11620","관악구","10200","신림동","1","대지","1694","0000","신림현대","20260412","91200","119.49","0.000000","9","","","1993","아파트","중개거래","서울 관악구"
"2026","11620","관악구","10200","신림동","1","대지","0092","0337","세진빌라","20260412","20000","35.85","19.000000","-1","","","2003","연립다세대","중개거래","서울 관악구"
"2026","11380","은평구","10900","신사동","1","대지","0349","0010","골드스타","20260412","22000","29.95","23.000000","2","","","2012","연립다세대","중개거래","서울 은평구"
"2026","11140","중구","16200","신당동","1","대지","0062","0040","케이타워신당","20260412","49000","29.4","17.000000","5","","","2019","연립다세대","중개거래","서울 중구"
"2026","11710","송파구","11400","마천동","1","대지","0271","0002","(271-2)","20260412","105000","51.945","52.000000","2","","","1986","연립다세대","중개거래","서울 송파구"
"2026","11680","강남구","11400","일원동","1","대지","0683","0014","골든빌(683-14)","20260412","83000","29.87","23.000000","2","","","2021","연립다세대","중개거래","서울 강남구"
"2026","11380","은평구","10600","대조동","1","대지","0224","0007","태경쉐르빌","20260412","26500","27.24","11.000000","6","","","2015","연립다세대","중개거래","서울 은평구"
"2026","11710","송파구","10800","문정동","1","대지","0618","0000","파크하비오","20260412","46300","48.93","62.010000","6","","","null","오피스텔","중개거래","서울 송파구"
"2026","11590","동작구","10100","노량진동","1","대지","0305","0052","(305-52)","20260412","219000","62.13","56.000000","2","","","1992","연립다세대","중개거래","서울 동작구"
"2026","11260","중랑구","10200","상봉동","1","대지","0499","0000","건영캐스빌","20260412","85800","84.647","0.000000","10","","","2006","아파트","중개거래","서울 중랑구"
"2026","11545","금천구","10300","시흥동","1","대지","1013","0000","관악산벽산타운5","20260412","53000","84.97","0.000000","5","","","2004","아파트","중개거래","서울 금천구"
"2026","11215","광진구","10100","중곡동","1","대지","0138","0025","파인빌(138-25)","20260411","50000","53.86","26.000000","2","","","2003","연립다세대","중개거래","서울 광진구"
"2026","11230","동대문구","10200","용두동","1","대지","0255","0049","청계 한양아이클래스","20260411","16800","18.35","18.350000","8","","","2019","오피스텔","중개거래","서울 동대문구"
"2026","11470","양천구","10300","신월동","1","대지","0464","0001","경희빌라1","20260411","27000","67.02","34.000000","3","","","1994","연립다세대","중개거래","서울 양천구"
"2026","11650","서초구","10100","방배동","1","대지","0763","0027","(763-27)","20260411","71000","47.01","24.000000","2","","","1994","연립다세대","중개거래","서울 서초구"
"2026","11350","노원구","10600","중계동","1","대지","0577","0000","현대1(4차)","20260411","61000","84.99","0.000000","4","","","1993","아파트","중개거래","서울 노원구"
"2026","11380","은평구","10200","녹번동","1","대지","0183","0002","거장메카","20260411","41300","39.51","0.000000","11","","","2019","아파트","중개거래","서울 은평구"
"2026","11260","중랑구","10400","묵동","1","대지","0171","0004","공감대","20260411","62000","59.959","0.000000","4","","","2005","아파트","중개거래","서울 중랑구"
"2026","11350","노원구","10600","중계동","1","대지","0049","0000","현대그린","20260411","62000","84.99","0.000000","5","","","1998","아파트","중개거래","서울 노원구"
"2026","11560","영등포구","11000","여의도동","1","대지","0012","0003","(주)신한 여의도 드림리버 오피스텔","20260411","23500","22.47","33.500000","13","","","2019","오피스텔","중개거래","경기 하남시"
"2026","11710","송파구","10700","가락동","1","대지","0130","0005","그랜드캐슬","20260411","40000","43.8","22.000000","2","","","2021","연립다세대","중개거래","서울 관악구, 서울 송파구"
"2026","11470","양천구","10300","신월동","1","대지","0419","0017","금성5차D","20260411","17500","41.11","32.000000","1","","","1988","연립다세대","중개거래","서울 양천구"
"2026","11350","노원구","10600","중계동","1","대지","0576","0000","현대(3차)","20260411","59500","66.47","0.000000","5","","","1992","아파트","중개거래","서울 노원구"
"2026","11380","은평구","10600","대조동","1","대지","0048","0014","현대","20260411","28500","31.24","15.000000","4","","","1991","연립다세대","중개거래","서울 은평구"
"2026","11350","노원구","10300","공릉동","1","대지","0725","0000","풍림아파트A","20260411","79500","59.94","0.000000","15","","","2001","아파트","중개거래","서울 노원구"
"2026","11380","은평구","10800","역촌동","1","대지","0049","0033","그린하우스","20260411","22500","29.99","18.000000","2","","","2016","연립다세대","중개거래","서울 은평구"
"2026","11545","금천구","10300","시흥동","1","대지","0925","0016","첼시하우스12","20260411","27500","29.84","19.000000","3","","","2026","연립다세대","직거래",""
"2026","11500","강서구","10400","가양동","1","대지","1490","0000","가양도시개발9-2단지","20260411","70500","39.6","0.000000","9","","","1993","아파트","중개거래","서울 강서구"
"2026","11500","강서구","10200","등촌동","1","대지","0685","0000","경동미르웰양천향교2차","20260411","25500","29.68","39.550000","7","","","2020","오피스텔","중개거래","서울 강서구"
"2026","11710","송파구","10800","문정동","1","대지","0618","0000","파크하비오","20260411","22000","27.53","34.890000","13","","","null","오피스텔","중개거래","서울 송파구"
"2026","11410","서대문구","11900","북가좌동","1","대지","0003","0085","85빌라","20260411","25900","43.73","23.000000","3","","","2002","연립다세대","중개거래","경기 광명시, 서울 서대문구"
"2026","11620","관악구","10200","신림동","1","대지","1735","0000","관악산휴먼시아2단지","20260411","71200","84.97","0.000000","3","","","2008","아파트","중개거래","서울 관악구"
"2026","11380","은평구","10400","갈현동","1","대지","0480","0047","거성리젠시(480-47)","20260411","37000","70.44","33.000000","4","","","2002","연립다세대","중개거래","서울 은평구"
"2026","11410","서대문구","11100","홍제동","1","대지","0312","0243","파크힐","20260411","53700","84.4","0.000000","1","","","2004","아파트","중개거래","서울 서대문구"
"2026","11470","양천구","10200","목동","1","대지","0907","0000","현대월드타워","20260411","60000","77.92","111.680000","19","","","1999","오피스텔","중개거래","서울 송파구, 서울 양천구"
"2026","11380","은평구","10700","응암동","1","대지","0771","0000","e편한세상백련산","20260411","88000","59.87","0.000000","12","","","2022","아파트","중개거래","서울 은평구"
"2026","11170","용산구","12900","이촌동","1","대지","0402","0000","강촌","20260411","269500","84.85","0.000000","14","","","1998","아파트","중개거래","서울 용산구"
"2026","11620","관악구","10200","신림동","1","대지","0746","0043","건영1","20260411","45000","41.04","0.000000","8","","","1984","아파트","중개거래","서울 관악구"
"2026","11545","금천구","10100","가산동","1","대지","0139","0003","램킨푸르지오시티","20260411","9600","19.96","28.594500","12","","","2013","오피스텔","중개거래","서울 금천구"
"2026","11440","마포구","12000","서교동","1","대지","0487","0000","대우미래사랑","20260411","30000","32.39","0.000000","12","","","2005","아파트","중개거래","서울 마포구"
"2026","11470","양천구","10200","목동","1","대지","0956","0000","롯데캐슬위너","20260411","143000","84.98","0.000000","20","","","2005","아파트","중개거래","서울 양천구"
"2026","11470","양천구","10200","목동","1","대지","0318","0135","다나네스트빌(318-135)","20260411","30000","38.5","28.000000","2","","","2008","연립다세대","중개거래","서울 양천구"
"2026","11290","성북구","10800","동소문동5가","1","대지","0120","0000","돈암동일하이빌","20260411","87000","84.849","0.000000","11","","","2006","아파트","중개거래","서울 성북구"
"2026","11380","은평구","10400","갈현동","1","대지","0550","0000","대경아르체","20260411","61500","42.48","0.000000","3","","","2024","아파트","직거래",""
"2026","11320","도봉구","10700","창동","1","대지","0808","0000","동아청솔","20260411","61000","59.445","0.000000","4","","","1997","아파트","직거래",""
"2026","11560","영등포구","11500","당산동5가","1","대지","0008","0000","데시앙루브 오피스텔","20260411","25500","28.24","39.530000","11","","","2014","오피스텔","직거래",""
"2026","11380","은평구","10400","갈현동","1","대지","0465","0012","동광갈현베르빌","20260411","89000","134.715","0.000000","5","","","2004","아파트","중개거래","서울 은평구"
"2026","11350","노원구","10500","상계동","1","대지","1410","0000","노원롯데캐슬시그니처","20260411","92700","59.996","0.000000","7","","","2023","아파트","중개거래","서울 노원구"
"2026","11470","양천구","10200","목동","1","대지","0318","0048","더클래식A동","20260411","37000","32.97","24.000000","4","","","2019","연립다세대","중개거래","서울 양천구"
"2026","11350","노원구","10500","상계동","1","대지","1355","0000","노원센트럴푸르지오","20260411","93000","59.996","0.000000","11","","","2021","아파트","중개거래","서울 노원구"
"2026","11470","양천구","10100","신정동","1","대지","1303","0000","대림e-편한세상","20260411","105000","104.466","0.000000","4","","","2004","아파트","중개거래","서울 양천구"
"2026","11230","동대문구","10400","전농동","1","대지","0690","0000","래미안크레시티","20260411","185000","121.95","0.000000","10","","","2014","아파트","중개거래","서울 동대문구"
"2026","11230","동대문구","10500","답십리동","1","대지","1003","0000","래미안위브","20260411","178000","121.66","0.000000","16","","","2014","아파트","중개거래","서울 동대문구, 서울 중랑구"
"2026","11290","성북구","13600","하월곡동","1","대지","0225","0000","래미안월곡","20260411","115750","114.678","0.000000","7","","","2006","아파트","중개거래","서울 성북구"
"2026","11110","종로구","16600","연건동","1","대지","0206","0000","대보마로니에텔","20260411","17900","26.52","34.840000","8","","","2001","오피스텔","중개거래","서울 종로구"
"2026","11380","은평구","10200","녹번동","1","대지","0276","0000","대림아파트(276)","20260411","72500","84.94","0.000000","8","","","1993","아파트","중개거래","서울 은평구"
"2026","11440","마포구","12600","중동","1","대지","0395","0000","동원월드타운","20260411","100700","118.085","0.000000","9","","","2004","아파트","중개거래","서울 마포구"
"2026","11290","성북구","13300","정릉동","1","대지","1021","0000","대우","20260411","56000","59.98","0.000000","11","","","2001","아파트","중개거래","서울 성북구"
"2026","11290","성북구","13300","정릉동","1","대지","1021","0000","대우","20260411","31000","43.11","0.000000","2","","","2001","아파트","직거래",""
"2026","11350","노원구","10200","월계동","1","대지","0013","0000","삼호3","20260411","103250","59.22","0.000000","2","","","1986","아파트","중개거래","서울 노원구"
"2026","11380","은평구","10900","신사동","1","대지","0140","0001","미성","20260411","60000","63.53","0.000000","2","","","1987","아파트","중개거래","서울 은평구"
"2026","11620","관악구","10100","봉천동","1","대지","1718","0000","벽산블루밍","20260411","116000","84.99","0.000000","10","","","2005","아파트","중개거래","경기 광명시, 서울 관악구"
"2026","11350","노원구","10200","월계동","1","대지","0013","0000","미성","20260411","90000","50.14","0.000000","14","","","1986","아파트","중개거래","서울 노원구"
"2026","11380","은평구","10700","응암동","1","대지","0760","0000","백련산힐스테이트2차","20260411","88000","84.37","0.000000","9","","","2011","아파트","중개거래","서울 은평구"
"2026","11710","송파구","10800","문정동","1","대지","0145","0000","문정시영","20260411","103000","39.69","0.000000","9","","","1989","아파트","중개거래","서울 송파구"
"2026","11380","은평구","10800","역촌동","1","대지","0012","0039","보성넥스빌(12-39)","20260411","38000","79.81","47.000000","3","","","2002","연립다세대","중개거래","서울 은평구"
"2026","11380","은평구","10900","신사동","1","대지","0140","0001","미성","20260411","60000","63.53","0.000000","2","","20260414","1987","아파트","중개거래","서울 은평구"
"2026","11710","송파구","10800","문정동","1","대지","0656","0000","힐스테이트e편한세상문정","20260411","176500","84.98","0.000000","13","","","2024","아파트","중개거래","서울 송파구"
"2026","11215","광진구","10100","중곡동","","","","","","20260411","65000","163.59","99.000000","","","","1988","단독다가구","중개거래","서울 광진구"
"2026","11350","노원구","10300","공릉동","1","대지","0109","0000","비선아파트","20260411","52000","48.6","0.000000","12","","","1999","아파트","중개거래","서울 노원구"
"2026","11710","송파구","11100","방이동","1","대지","0142","0001","목화파크빌라A동","20260411","15000","52.17","23.000000","-1","","","1992","연립다세대","직거래",""
"2026","11200","성동구","10200","하왕십리동","","","","","","20260411","55400","80.6","56.000000","","","","1993","단독다가구","중개거래","서울 성동구"
"2026","11350","노원구","10500","상계동","1","대지","1256","0000","은빛2단지","20260411","44900","49.77","0.000000","6","","","1998","아파트","중개거래","서울 노원구"
"2026","11215","광진구","10500","자양동","1","대지","0783","0001","자양우성7","20260411","175000","84.93","0.000000","21","","","1998","아파트","중개거래","경기 하남시"
"2026","11380","은평구","11400","진관동","1","대지","0060","0000","은평뉴타운솔하임","20260411","13900","18.717","29.344000","6","","","2017","오피스텔","중개거래","서울 은평구"
"2026","11350","노원구","10600","중계동","1","대지","0369","0000","주공2","20260411","34700","44.52","0.000000","3","","","1992","아파트","중개거래","서울 노원구"
"2026","11440","마포구","10800","대흥동","1","대지","0012","0027","이대역 푸르지오 시티","20260411","25200","29.14","40.070000","7","","","2013","오피스텔","중개거래","서울 마포구"
"2026","11290","성북구","13300","정릉동","1","대지","0239","0000","정릉풍림아이원","20260411","59500","60","0.000000","10","","","2005","아파트","중개거래","서울 성북구"
"2026","11230","동대문구","10400","전농동","1","대지","0155","0000","전농동삼성래미안","20260411","105000","84.98","0.000000","9","","","2000","아파트","중개거래","서울 동대문구"
"2026","11410","서대문구","11800","홍은동","1","대지","0022","0000","유원","20260411","51000","64.26","0.000000","13","","","1987","아파트","중개거래","서울 서대문구"
"2026","11740","강동구","10800","성내동","1","대지","0410","0002","중앙하이츠","20260411","72000","59.74","0.000000","1","","","2001","아파트","중개거래","서울 강동구"
"2026","11410","서대문구","11100","홍제동","1","대지","0454","0000","유원하나","20260411","75000","112.14","0.000000","3","","","1996","아파트","중개거래","서울 서대문구"
"2026","11350","노원구","10600","중계동","1","대지","0161","0001","중앙하이츠","20260411","70300","84.21","0.000000","6","","","1998","아파트","중개거래","서울 노원구"
"2026","11110","종로구","17500","숭인동","1","대지","0202","0003","종로중흥S클래스","20260411","12300","19.466","0.000000","14","","","2013","아파트","중개거래","서울 종로구"
"2026","11470","양천구","10300","신월동","1","대지","0150","0001","올림푸스(150-1)","20260411","45000","84.32","0.000000","10","","","2006","아파트","중개거래","서울 양천구"
"2026","11710","송파구","10400","송파동","1","대지","0041","0011","진흥하임빌A동","20260411","34200","37.86","20.000000","3","","","2015","연립다세대","중개거래","서울 송파구"
"2026","11500","강서구","10300","화곡동","1","대지","1039","0036","와이엔비","20260411","32700","48.44","28.000000","3","","","2017","연립다세대","중개거래","서울 강서구"
"2026","11260","중랑구","10200","상봉동","1","대지","0496","0000","우정아파트","20260411","79500","57.189","0.000000","22","","","2002","아파트","중개거래","서울 중랑구"
"2026","11290","성북구","10300","돈암동","1","대지","0636","0000","이수브라운스톤돈암","20260411","89000","59.99","0.000000","19","","","2004","아파트","중개거래","서울 성북구"
"2026","11350","노원구","10500","상계동","1","대지","0647","0000","상계주공12(고층)","20260411","60000","49.94","0.000000","11","","","1988","아파트","중개거래","서울 노원구"
"2026","11470","양천구","10300","신월동","1","대지","1085","0000","신목동파라곤","20260411","90000","59.705","0.000000","17","","","2024","아파트","중개거래","서울 양천구"
"2026","11440","마포구","12500","성산동","1","대지","0592","0005","상암 우남퍼스트빌스타","20260411","16000","16.905","26.783000","10","","","2017","오피스텔","중개거래","서울 마포구"
"2026","11290","성북구","12100","안암동1가","1","대지","0361","0000","안암동삼성래미안","20260411","98000","84.868","0.000000","11","","","2005","아파트","중개거래","서울 성북구"
"2026","11260","중랑구","10600","신내동","1","대지","0817","0000","신내 데시앙포레","20260411","78800","84.94","0.000000","7","","","2013","아파트","중개거래","서울 중랑구"
"2026","11350","노원구","10600","중계동","1","대지","0505","0000","상아","20260411","59000","51.29","0.000000","4","","","1989","아파트","중개거래","서울 노원구"
"2026","11215","광진구","10100","중곡동","1","대지","0157","0006","아스하임","20260410","20100","16.73","31.550000","10","","","2019","오피스텔","직거래",""
"2026","11320","도봉구","10700","창동","1","대지","0659","0035","성우빌라트7차","20260410","20500","40.16","18.000000","5","","","2002","연립다세대","중개거래","서울 강북구"
"2026","11350","노원구","10500","상계동","1","대지","0749","0005","상계주공4(고층)","20260410","35900","32.39","0.000000","7","","","1988","아파트","중개거래","서울 노원구"
"2026","11680","강남구","10600","대치동","1","대지","0897","0005","아이빌","20260410","46000","84.82","34.000000","5","","20260414","2003","연립다세대","직거래",""
"2026","11560","영등포구","13300","대림동","1","대지","0760","0001","수목아트빌","20260410","49750","66.98","41.000000","2","","","2009","연립다세대","중개거래","서울 영등포구"
"2026","11350","노원구","10500","상계동","1","대지","0626","0000","상계주공14(고층)","20260410","40000","45.9","0.000000","13","","","1989","아파트","중개거래","서울 노원구"
"2026","11470","양천구","10300","신월동","1","대지","1053","0000","수명산SKVIEW","20260410","87500","84.94","0.000000","6","","","2009","아파트","중개거래","서울 강남구, 서울 강서구"
"2026","11680","강남구","10800","논현동","1","대지","0188","0003","아이파크","20260410","20100","14.04","9.000000","2","","","2013","연립다세대","중개거래","서울 양천구"
"2026","11140","중구","16500","황학동","1","대지","0836","0000","아미인","20260410","19000","21.3","6.000000","8","","","2014","연립다세대","중개거래","서울 중구"
