자치구명,행정동,행정동코드,1인가구비율,사회적_고립도,평일_재택률,휴일_재택률,배달_의존도,이동_취약성_거리,이동_취약성_횟수,휴일_활동성,경제적_취약성,거주_불안정성,게임_이용,금융_이용,쇼핑_이용,배달브랜드_이용,배달식재료_이용,영상_서비스_이용,대중교통_이용,출퇴근_부담,근무_강도,종합_취약도
강남구,개포1동,11680115,23,21,59,20,12,11,32,82,9,82,76,38,0,50,58,1,65,28,13,35.8
강남구,개포2동,11680116,31,29,54,15,19,12,29,77,15,84,64,28,0,15,5,1,45,31,25,30.5
강남구,개포3동,11680122,60,56,71,28,23,36,47,53,22,83,50,40,0,29,51,1,33,30,46,39.9
강남구,개포4동,11680117,20,25,48,22,37,20,31,64,25,62,49,19,0,21,64,1,62,29,34,33.3
강남구,논현1동,11680102,26,6,68,58,82,21,50,53,77,53,17,28,0,19,40,0,31,30,41,36.8
강남구,논현2동,11680103,12,8,67,42,67,21,41,58,47,44,36,23,0,23,26,1,28,37,40,32.7
강남구,대치1동,11680108,0,20,57,27,21,6,36,82,11,56,62,33,0,44,49,1,53,47,20,32.9
강남구,대치2동,11680109,6,28,61,28,22,15,36,75,16,56,68,35,0,10,22,1,44,28,36,30.9
강남구,대치4동,11680110,22,14,77,51,76,23,55,56,57,53,30,17,0,26,54,1,39,35,43,38.4
강남구,도곡1동,11680113,9,14,55,35,32,15,48,71,20,56,63,23,0,22,39,1,62,34,40,33.6
강남구,도곡2동,11680114,11,14,57,34,28,2,35,79,21,56,55,21,0,25,30,1,55,36,35,31.3
강남구,삼성1동,11680106,11,4,55,38,32,3,28,68,31,56,33,26,0,20,10,1,18,40,41,27.1
강남구,삼성2동,11680107,14,12,72,47,44,16,48,55,52,56,39,31,0,8,26,1,32,34,42,33.1
강남구,세곡동,11680118,26,39,70,55,20,4,32,76,31,24,57,35,0,5,35,1,13,25,20,29.9
강남구,수서동,11680121,79,73,62,25,52,37,44,51,37,44,28,39,0,12,44,1,13,15,21,35.6
강남구,신사동,11680101,27,35,65,58,32,39,61,50,27,51,38,33,0,42,37,1,30,39,39,37.1
강남구,압구정동,11680104,15,4,53,24,23,8,28,77,27,49,41,25,0,6,5,1,16,40,40,25.4
강남구,역삼1동,11680111,22,0,67,53,100,12,39,45,100,56,0,0,0,10,22,0,20,52,62,34.7
강남구,역삼2동,11680112,20,26,71,50,62,19,51,54,44,48,44,26,0,29,29,1,46,39,43,36.9
강남구,일원1동,11680120,47,45,71,38,41,36,50,44,42,54,40,49,0,30,35,1,37,32,46,38.8
강남구,일원본동,11680119,22,40,64,37,21,13,35,77,9,51,65,29,0,30,36,1,34,41,46,34.3
강남구,청담동,11680105,14,8,57,33,37,6,28,66,36,56,44,18,0,21,18,1,21,39,56,29.4
강동구,강일동,11740101,21,54,49,27,35,26,30,58,26,61,29,31,0,12,13,1,6,40,58,30.4
강동구,고덕1동,11740105,23,46,66,42,19,33,57,64,13,52,72,46,0,39,39,1,48,23,16,36.8
강동구,고덕2동,11740106,40,64,74,56,29,38,57,59,20,56,62,36,0,49,59,1,29,25,32,41.4
강동구,명일1동,11740103,28,50,77,45,25,36,59,61,7,56,62,37,0,25,33,1,51,33,40,38.2
강동구,명일2동,11740104,11,50,75,41,12,28,53,70,19,56,78,40,0,57,58,1,50,21,42,40.1
강동구,상일동,11740102,28,46,69,35,25,30,46,62,12,82,55,47,1,22,37,1,40,25,35,36.7
강동구,성내1동,11740113,19,46,41,29,47,41,59,40,24,56,31,37,0,22,46,1,47,25,36,34.1
강동구,성내2동,11740114,40,66,66,54,59,61,69,35,28,55,23,41,1,30,51,1,34,19,30,40.2
강동구,성내3동,11740115,29,49,72,46,71,45,62,38,35,56,49,37,1,34,51,1,41,32,64,42.8
강동구,암사1동,11740107,36,66,79,57,31,48,66,42,35,51,25,41,1,23,48,1,39,25,46,40.0
강동구,암사2동,11740108,28,58,70,32,40,36,55,49,25,53,64,34,1,30,47,1,32,16,25,36.6
강동구,암사3동,11740109,11,63,70,29,20,32,58,59,11,56,63,48,1,50,60,2,46,28,34,39.0
강동구,천호1동,11740110,34,60,76,53,75,65,68,33,31,56,35,39,1,50,31,1,48,24,42,43.3
강동구,천호2동,11740111,38,63,77,53,64,54,68,35,43,56,31,35,1,14,26,1,35,20,49,40.2
강동구,천호3동,11740112,43,65,83,71,68,57,71,35,42,50,18,42,1,51,36,1,40,21,38,43.8
강북구,미아동,11305102,42,78,85,74,61,69,70,29,45,57,28,55,1,18,54,1,35,26,44,45.9
강북구,번1동,11305106,37,71,68,38,49,62,75,34,36,51,21,49,1,56,43,1,45,37,36,42.6
강북구,번2동,11305107,50,91,80,62,33,71,77,28,26,52,27,57,1,45,57,2,57,37,48,47.4
강북구,번3동,11305108,52,90,74,30,50,72,72,33,28,31,10,60,1,30,26,1,59,36,47,42.2
강북구,삼각산동,11305105,35,80,48,33,35,57,62,35,18,56,25,43,1,36,22,1,39,28,27,35.8
강북구,삼양동,11305101,33,88,78,58,46,70,66,30,37,55,28,52,1,39,36,1,38,38,45,44.2
강북구,송중동,11305103,40,76,71,51,68,64,68,30,31,55,27,45,1,18,29,1,40,31,43,41.5
강북구,송천동,11305104,47,90,80,54,40,74,70,28,42,56,37,57,1,34,33,1,39,35,51,45.7
강북구,수유1동,11305109,46,86,85,59,42,73,70,32,26,46,31,63,1,39,47,1,38,28,52,45.5
강북구,수유2동,11305110,31,71,72,41,40,63,73,39,26,56,31,51,1,22,38,1,51,32,38,40.9
강북구,수유3동,11305111,37,75,74,46,86,74,77,30,39,56,18,41,1,33,58,1,52,39,44,46.4
강북구,우이동,11305112,32,64,64,49,49,57,58,46,26,55,25,62,0,23,51,1,40,25,36,40.2
강서구,가양1동,11500112,23,48,61,38,51,19,46,53,21,56,52,21,0,24,38,1,32,27,54,35.0
강서구,가양2동,11500113,70,84,86,39,52,33,64,55,37,52,22,37,0,24,37,1,35,15,46,41.5
강서구,가양3동,11500114,69,91,78,37,46,51,70,42,33,52,11,41,0,25,47,1,39,29,44,42.4
강서구,공항동,11500116,31,53,62,50,50,17,39,49,43,56,25,27,0,18,32,1,28,14,42,33.5
강서구,등촌1동,11500102,36,65,70,37,39,41,74,43,19,49,37,47,1,23,42,1,50,22,30,38.2
강서구,등촌2동,11500103,19,55,30,31,38,32,61,47,21,28,65,39,0,49,33,1,55,22,38,34.9
강서구,등촌3동,11500104,65,89,93,49,32,46,84,44,32,31,26,37,0,19,25,1,42,21,39,40.8
강서구,발산1동,11500115,28,63,68,42,42,38,49,40,24,56,33,31,0,15,21,1,34,19,54,34.6
강서구,방화1동,11500117,25,65,69,42,42,26,53,51,25,56,41,37,0,10,31,1,35,27,45,35.8
강서구,방화2동,11500118,44,67,59,38,67,39,56,52,33,31,24,41,0,12,39,1,24,15,34,35.6
강서구,방화3동,11500119,55,67,80,42,36,29,64,53,35,28,33,37,0,31,39,1,35,15,25,37.1
강서구,염창동,11500101,14,59,51,32,53,31,58,45,6,48,37,39,0,8,17,1,47,21,35,31.7
강서구,우장산동,11500120,15,57,75,46,29,38,65,42,15,56,57,39,0,30,4,1,44,25,34,35.4
강서구,화곡1동,11500106,37,71,73,55,46,52,65,33,36,40,20,47,0,27,28,1,33,17,63,39.2
강서구,화곡2동,11500107,32,75,65,46,32,49,58,40,41,55,13,41,0,31,54,1,27,41,62,40.2
강서구,화곡3동,11500108,18,61,74,53,68,35,60,47,21,56,46,38,0,19,24,1,40,18,28,37.2
강서구,화곡4동,11500109,32,64,70,44,62,58,77,35,28,42,19,47,1,47,52,1,49,19,31,40.9
강서구,화곡6동,11500110,24,43,76,37,55,34,69,46,31,21,31,40,0,20,47,1,55,30,54,37.6
강서구,화곡8동,11500111,29,75,80,64,35,50,55,41,22,32,10,49,0,34,49,1,20,17,18,35.8
강서구,화곡본동,11500105,32,60,81,60,54,41,57,42,43,53,29,32,0,23,17,1,31,28,48,38.5
관악구,남현동,11620103,22,36,37,40,43,30,44,45,26,29,40,34,0,36,50,1,25,10,29,30.4
관악구,신림동,11620102,35,27,75,82,88,38,81,34,57,56,28,38,0,55,69,1,40,36,46,46.6
관악구,조원동,11620104,31,52,42,41,44,52,71,33,25,50,42,43,1,50,68,1,30,39,35,39.5
광진구,광장동,11215109,16,30,58,29,30,9,27,76,20,51,31,37,0,20,31,1,18,26,33,28.6
광진구,구의1동,11215106,32,55,85,80,76,57,56,27,33,34,27,43,1,16,32,1,20,10,43,38.3
광진구,구의2동,11215107,31,63,78,64,51,48,53,36,28,45,17,47,1,9,23,1,21,17,31,34.9
광진구,구의3동,11215108,20,45,65,48,66,28,38,53,17,51,44,32,0,4,24,1,16,22,41,32.4
광진구,군자동,11215115,35,64,67,61,67,61,67,30,30,26,36,50,1,40,31,1,27,11,28,38.6
광진구,능동,11215105,31,53,83,73,55,55,61,36,38,46,38,49,1,47,60,1,27,22,39,42.9
광진구,자양1동,11215110,37,68,89,66,54,55,65,26,39,55,34,46,1,51,46,1,19,9,39,42.1
광진구,자양2동,11215111,25,51,70,51,32,41,50,38,16,56,15,38,0,29,39,1,15,24,42,33.3
광진구,자양3동,11215112,25,39,74,82,23,26,64,57,8,56,42,40,0,12,40,1,22,17,34,34.8
광진구,자양4동,11215113,38,65,65,52,29,52,54,35,26,52,37,45,1,47,52,1,13,20,41,38.2
광진구,중곡1동,11215101,33,59,73,64,72,65,64,30,41,41,35,49,1,52,65,1,25,5,25,42.1
광진구,중곡2동,11215102,33,56,81,64,56,62,71,30,31,43,41,55,1,45,22,1,31,9,31,40.2
광진구,중곡3동,11215103,44,54,62,49,51,61,66,34,27,44,33,62,1,46,60,1,28,39,45,42.5
광진구,중곡4동,11215104,33,63,82,65,35,50,63,32,36,52,27,58,1,35,44,1,30,22,46,40.8
광진구,화양동,11215114,41,43,62,82,54,51,69,33,28,55,10,53,1,39,52,1,26,27,56,41.2
구로구,가리봉동,11530107,69,69,82,82,59,77,96,33,48,52,40,76,1,67,80,2,27,17,23,52.6
구로구,개봉1동,11530108,39,77,75,48,59,49,77,42,20,59,32,42,1,22,29,1,24,87,74,45.1
구로구,개봉2동,11530109,20,69,61,45,31,36,64,50,18,61,41,56,1,16,16,1,16,53,57,37.5
구로구,개봉3동,11530110,28,80,56,29,50,54,75,43,26,56,50,62,1,16,42,1,21,39,47,40.8
구로구,구로1동,11530102,16,65,70,23,31,41,66,41,7,55,57,37,0,54,66,1,11,24,23,36.2
구로구,구로2동,11530103,34,72,83,68,22,59,94,37,22,56,23,60,1,39,40,1,26,38,52,43.5
구로구,구로3동,11530104,32,70,75,54,61,52,82,31,21,56,26,48,1,42,57,1,21,31,41,42.2
구로구,구로4동,11530105,42,81,95,75,61,62,92,33,23,56,28,63,1,47,56,1,26,25,43,47.9
구로구,구로5동,11530106,23,57,70,47,49,42,75,43,23,55,37,37,0,20,30,1,16,28,52,37.1
구로구,신도림동,11530101,15,55,76,38,30,34,78,42,14,48,39,39,0,14,13,1,21,29,41,33.0
구로구,오류1동,11530111,37,67,82,51,52,44,72,35,22,56,27,53,1,27,35,1,20,42,33,39.8
구로구,오류2동,11530112,31,61,67,49,51,28,50,54,16,55,47,45,1,15,8,1,8,23,37,34.1
금천구,가산동,11545101,51,65,53,42,49,57,66,27,29,56,16,52,0,38,33,1,17,31,47,38.4
금천구,독산1동,11545102,37,60,56,32,48,57,72,34,28,56,29,48,1,20,20,1,24,36,46,37.1
금천구,독산2동,11545103,42,72,88,66,49,62,96,27,35,56,44,57,1,48,58,1,39,32,34,47.7
금천구,독산3동,11545104,37,67,74,52,56,53,85,36,17,44,24,49,1,28,33,2,32,22,36,39.4
금천구,독산4동,11545105,40,74,91,78,61,69,95,31,34,49,52,60,1,59,71,2,42,25,36,51.1
금천구,시흥1동,11545106,38,66,76,52,39,58,82,36,21,55,38,43,1,45,29,1,32,27,54,41.7
금천구,시흥2동,11545107,31,49,76,54,42,38,64,49,18,43,52,56,1,36,40,1,33,31,29,39.1
금천구,시흥3동,11545108,29,61,65,46,29,54,64,37,18,49,36,54,1,54,52,2,27,28,34,38.9
금천구,시흥4동,11545109,36,69,86,64,30,68,96,29,27,18,23,68,1,38,46,2,44,20,32,41.9
금천구,시흥5동,11545110,47,67,88,59,42,64,100,30,33,47,32,82,1,56,44,1,40,19,21,45.9
노원구,공릉1동,11350104,38,62,65,31,68,49,63,36,22,56,41,41,1,14,14,1,25,39,56,38.0
노원구,공릉2동,11350105,24,67,69,32,43,45,61,43,18,41,52,53,0,24,35,1,32,35,64,38.9
노원구,상계10동,11350120,41,86,75,30,42,46,66,48,19,61,38,43,0,39,55,1,20,30,36,40.8
노원구,상계1동,11350112,31,74,68,27,34,43,66,48,14,21,39,46,1,34,17,1,18,25,39,34.0
노원구,상계2동,11350113,33,73,84,42,53,55,77,44,27,56,33,52,0,30,28,1,28,26,37,41.0
노원구,상계3·4동,11350114,48,80,83,56,54,56,66,38,25,20,30,74,1,37,22,1,22,27,39,41.0
노원구,상계5동,11350115,49,81,82,52,67,68,83,35,24,40,28,55,1,24,43,1,30,32,50,44.5
노원구,상계6·7동,11350116,43,90,77,34,42,47,69,43,21,55,47,49,0,10,39,1,25,34,43,40.5
노원구,상계8동,11350118,43,100,66,26,53,53,71,48,16,54,29,48,0,39,22,1,18,27,35,39.4
노원구,상계9동,11350119,40,96,79,32,33,46,79,52,13,56,55,53,1,50,25,1,23,34,37,42.4
노원구,월계1동,11350101,29,72,56,37,32,47,60,39,25,56,26,40,0,23,34,1,18,42,49,36.1
노원구,월계2동,11350102,53,86,64,45,39,61,58,37,16,49,34,45,1,39,37,1,24,34,36,39.9
노원구,월계3동,11350103,47,78,71,36,32,49,56,42,15,56,30,44,1,16,37,1,13,34,41,36.8
노원구,인수동,11350121,35,75,81,71,73,66,67,35,25,51,30,47,1,20,32,1,42,34,42,43.6
노원구,중계1동,11350109,34,95,84,28,56,61,85,46,13,56,54,54,1,45,44,1,37,33,44,45.8
노원구,중계2·3동,11350110,56,95,87,33,52,60,78,39,28,50,24,42,1,7,30,1,28,23,59,41.7
노원구,중계본동,11350108,31,73,81,46,86,53,73,45,15,30,35,53,0,26,37,1,41,29,30,41.3
노원구,하계1동,11350106,61,78,86,38,53,52,65,43,25,42,24,38,0,11,13,1,26,34,55,39.2
노원구,하계2동,11350107,35,87,77,34,52,64,76,46,20,56,71,56,1,49,67,1,34,48,40,48.1
도봉구,도봉1동,11320115,43,86,82,71,28,53,64,46,24,19,40,56,1,44,50,1,20,33,43,42.3
도봉구,도봉2동,11320116,30,77,38,24,41,45,60,51,16,56,44,30,1,39,31,1,16,21,48,35.2
도봉구,방학1동,11320107,34,70,77,50,52,50,64,42,37,50,33,35,1,27,26,1,27,40,67,41.2
도봉구,방학2동,11320108,47,81,86,90,34,62,73,34,54,34,37,33,1,47,47,1,37,23,42,45.4
도봉구,방학3동,11320109,25,76,79,46,14,51,65,45,14,49,36,27,0,16,46,1,59,25,24,36.7
도봉구,쌍문1동,11320102,29,72,63,46,23,61,63,47,29,18,36,54,1,43,53,1,55,40,28,40.1
도봉구,쌍문2동,11320103,37,78,80,39,48,55,65,42,27,56,19,37,0,33,42,1,41,22,42,40.2
도봉구,쌍문3동,11320104,38,86,68,57,63,57,68,37,27,56,17,38,0,52,42,1,40,40,38,43.4
도봉구,쌍문4동,11320105,20,77,79,45,62,52,71,47,8,56,32,31,0,20,48,1,51,27,28,39.7
도봉구,창1동,11320110,38,78,80,46,45,46,58,47,13,44,44,40,1,10,39,1,26,35,59,39.5
도봉구,창2동,11320111,33,84,71,51,88,57,66,41,23,53,17,38,1,30,38,1,41,23,37,41.7
도봉구,창3동,11320112,38,89,62,42,72,70,80,29,39,50,22,62,1,50,76,1,52,24,24,46.5
도봉구,창4동,11320113,25,80,67,32,27,41,60,48,12,56,49,37,1,25,13,1,20,27,45,35.1
도봉구,창5동,11320114,29,76,78,51,48,44,70,51,15,56,47,41,0,13,36,1,32,21,32,39.0
동대문구,답십리1동,11230105,31,69,70,40,38,60,77,25,23,56,25,53,1,27,22,1,26,25,47,37.7
동대문구,답십리2동,11230106,33,69,87,54,33,67,80,20,21,54,39,47,1,22,28,1,27,25,47,39.7
동대문구,용신동,11230101,42,56,66,46,51,66,74,17,42,56,33,60,1,14,22,1,34,27,53,40.1
동대문구,이문1동,11230113,36,70,83,76,58,66,70,34,41,56,36,50,1,58,64,1,21,34,38,47.0
동대문구,이문2동,11230114,28,83,64,62,30,61,59,34,16,38,29,65,1,26,42,1,13,6,41,36.8
동대문구,장안1동,11230107,30,53,72,41,60,65,73,20,26,47,23,38,1,2,4,1,29,27,48,34.7
동대문구,장안2동,11230108,25,60,78,43,73,64,81,22,21,55,28,45,1,13,16,1,37,38,56,39.8
동대문구,전농1동,11230103,45,79,89,58,49,73,88,18,41,56,27,43,1,22,45,1,28,20,49,43.8
동대문구,전농2동,11230104,24,73,86,46,36,80,87,17,21,56,35,48,0,51,50,1,37,41,53,44.3
동대문구,제기동,11230102,47,47,86,49,68,69,85,16,54,56,24,54,1,32,37,1,33,40,59,45.2
동대문구,청량리동,11230109,52,67,87,61,54,73,98,22,54,56,15,53,1,27,40,1,39,23,35,45.2
동대문구,회기동,11230110,49,62,84,87,44,60,75,28,35,57,50,53,1,57,79,2,27,57,34,49.5
동대문구,휘경1동,11230111,34,60,79,65,41,71,68,27,24,46,40,59,1,59,56,2,17,18,28,41.8
동대문구,휘경2동,11230112,24,63,77,55,42,52,59,34,26,56,31,52,1,22,35,1,22,34,51,38.8
동작구,노량진1동,11590101,32,51,80,66,53,40,57,42,20,56,45,42,0,9,28,1,24,39,48,38.6
동작구,노량진2동,11590102,47,56,75,68,70,56,58,34,45,74,26,42,1,54,51,1,27,62,49,47.2
동작구,대방동,11590113,34,59,71,43,33,46,71,41,22,56,40,46,1,27,35,1,29,36,62,39.6
동작구,사당1동,11590108,28,41,56,64,48,49,63,31,41,56,33,28,0,45,47,1,28,26,40,38.2
동작구,사당2동,11590109,26,48,68,45,21,31,57,50,19,47,57,31,0,7,20,1,27,29,56,33.7
동작구,사당3동,11590110,17,54,81,48,25,42,74,45,9,56,52,41,1,26,17,1,40,29,40,36.7
동작구,사당4동,11590111,35,55,80,52,44,49,70,35,26,56,68,50,1,38,40,1,37,36,43,42.9
